section,section_label,k,beta,threshold_treatment,treatment_label,theta_mean,seed_fraction,variant,cascade_prob,final_adoption_median,final_adoption_p05,final_adoption_p95,t10_median,t10_p05,t10_p95,t50_median,t50_p05,t50_p95,t90_median,t90_p05,t90_p95,transition_time_median,transition_time_p05,transition_time_p95,max_slope_median,max_slope_p05,max_slope_p95,n_runs,cascade_prob_ci_low,cascade_prob_ci_high
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.7,0.002,homogeneous,1.0,0.9884999999999999,0.92645,0.999,13.5,10.55,31.799999999999983,19.5,16.0,39.79999999999998,21.5,17.55,40.79999999999998,6.0,5.550000000000001,8.0,0.241,0.22799999999999998,0.25795,12,0.7574992425007574,1.0
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.7,0.003,homogeneous,1.0,0.9735,0.9113500000000001,0.99945,13.0,8.0,16.9,19.0,13.55,23.9,21.0,15.0,25.349999999999998,6.0,5.550000000000001,7.449999999999999,0.2455,0.22454999999999997,0.25725,12,0.7574992425007574,1.0
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.7,0.005,homogeneous,1.0,0.9764999999999999,0.9076500000000001,1.0,9.0,7.55,11.45,15.5,13.100000000000001,18.0,17.0,14.549999999999999,20.0,6.0,5.0,7.0,0.2405,0.22525000000000006,0.25425,12,0.7574992425007574,1.0
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.7,0.01,homogeneous,1.0,0.9824999999999999,0.9417,0.999,7.0,5.0,8.45,12.0,10.0,13.45,14.0,12.0,15.45,5.0,5.0,5.449999999999999,0.23099999999999998,0.22154999999999997,0.24524999999999997,12,0.7574992425007574,1.0
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.75,0.001,homogeneous,1.0,0.9775,0.9398,0.99725,15.5,11.55,25.9,24.0,19.549999999999997,35.349999999999994,26.0,22.0,37.349999999999994,8.5,7.55,10.45,0.2005,0.19154999999999994,0.21774999999999994,12,0.7574992425007574,1.0
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.75,0.002,homogeneous,1.0,0.9764999999999999,0.92435,0.9958,14.0,10.100000000000001,19.45,21.5,17.55,28.45,23.5,19.549999999999997,31.0,8.0,7.0,10.0,0.2015,0.19275000000000006,0.22095000000000004,12,0.7574992425007574,1.0
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.75,0.003,homogeneous,1.0,0.9815,0.9324,0.9969,11.5,10.0,16.45,20.0,17.0,24.45,22.0,19.0,26.45,8.0,7.0,8.45,0.20500000000000002,0.1903,0.22035,12,0.7574992425007574,1.0
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.75,0.005,homogeneous,1.0,0.982,0.9258000000000001,0.99945,9.0,8.0,11.0,16.0,14.0,19.45,19.0,16.0,21.45,7.5,6.0,8.45,0.19650000000000006,0.19109999999999994,0.21524999999999994,12,0.7574992425007574,1.0
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.75,0.01,homogeneous,1.0,0.9735,0.91895,0.9969,6.0,6.0,7.449999999999999,13.0,12.0,13.899999999999999,15.0,14.0,16.349999999999998,6.0,6.0,7.0,0.20200000000000007,0.19864999999999994,0.21180000000000002,12,0.7574992425007574,1.0
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.8,0.001,homogeneous,1.0,0.977,0.91585,0.99325,20.0,15.0,35.39999999999999,32.5,25.549999999999997,51.749999999999986,35.0,28.549999999999997,54.749999999999986,12.0,10.0,16.9,0.16599999999999993,0.15320000000000003,0.17624999999999993,12,0.7574992425007574,1.0
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.8,0.002,homogeneous,1.0,0.955,0.9221,0.9937,15.5,12.0,21.349999999999998,26.0,21.1,34.9,29.0,24.1,37.45,11.0,8.55,13.45,0.16650000000000004,0.15219999999999997,0.17245000000000005,12,0.7574992425007574,1.0
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.8,0.003,homogeneous,1.0,0.9644999999999999,0.91035,0.9944500000000001,13.0,9.55,18.0,24.0,19.1,31.9,27.0,21.55,34.9,10.5,9.55,14.45,0.16899999999999993,0.15309999999999999,0.17800000000000005,12,0.7574992425007574,1.0
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.8,0.005,homogeneous,1.0,0.9635,0.91265,0.9944500000000001,8.5,7.55,12.45,19.0,15.55,23.45,22.0,17.55,26.45,9.0,8.0,11.45,0.16999999999999998,0.16075000000000003,0.17695000000000005,12,0.7574992425007574,1.0
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.8,0.01,homogeneous,1.0,0.9644999999999999,0.92905,0.98115,7.0,6.0,8.0,14.5,13.0,15.899999999999999,17.5,16.0,18.9,8.0,6.550000000000001,8.45,0.16449999999999998,0.15899999999999997,0.16744999999999993,12,0.7574992425007574,1.0
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.85,0.001,homogeneous,1.0,0.943,0.9031,0.9827999999999999,23.5,16.2,34.349999999999994,43.0,30.3,62.49999999999999,46.5,33.3,66.5,20.0,13.55,28.699999999999996,0.125,0.11475000000000005,0.1334499999999999,12,0.7574992425007574,1.0
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.85,0.002,homogeneous,1.0,0.946,0.9115500000000001,0.9715,17.0,12.1,26.949999999999992,35.5,29.549999999999997,50.19999999999999,38.5,33.55,54.19999999999999,17.5,16.55,23.249999999999996,0.125,0.11664999999999999,0.129,12,0.7574992425007574,1.0
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.85,0.003,homogeneous,1.0,0.957,0.91185,0.984,14.0,11.55,19.9,31.0,26.1,39.45,35.0,30.1,42.9,18.0,14.1,19.9,0.127,0.12054999999999999,0.132,12,0.7574992425007574,1.0
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.85,0.005,homogeneous,1.0,0.9410000000000001,0.9051,0.9805999999999999,9.0,8.0,11.899999999999999,23.0,18.55,28.0,27.0,22.0,32.0,13.5,10.55,17.349999999999998,0.124,0.11655000000000004,0.13245,12,0.7574992425007574,1.0
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.85,0.01,homogeneous,1.0,0.9784999999999999,0.9087500000000001,0.9859,8.0,6.0,10.45,20.5,15.55,26.249999999999996,24.0,19.1,30.249999999999996,12.0,9.55,16.799999999999997,0.1255,0.11509999999999998,0.14235,12,0.7574992425007574,1.0
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.86,0.001,homogeneous,0.8333333333333334,0.935,0.07855000000000001,0.9777,24.0,19.0,58.5,45.0,33.8,72.5,49.5,37.8,76.5,21.0,14.9,38.400000000000006,0.11599999999999999,0.003650000000000003,0.12525,12,0.5519636426153274,0.9530358523851776
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.86,0.002,homogeneous,1.0,0.96,0.91805,0.97845,16.5,13.0,29.349999999999998,37.0,26.55,57.25,41.0,30.1,61.25,20.0,13.55,30.349999999999998,0.119,0.11229999999999998,0.1259,12,0.7574992425007574,1.0
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.86,0.003,homogeneous,1.0,0.956,0.9051,0.98125,14.5,10.65,20.349999999999998,33.0,24.400000000000002,39.45,37.5,28.4,44.0,17.0,13.2,20.9,0.11549999999999999,0.10854999999999998,0.12335,12,0.7574992425007574,1.0
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.86,0.005,homogeneous,1.0,0.96,0.93615,0.9794499999999999,11.0,7.55,14.349999999999998,27.0,19.1,37.9,31.0,23.1,41.9,15.0,10.0,23.45,0.11499999999999999,0.10655000000000003,0.12825,12,0.7574992425007574,1.0
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.86,0.01,homogeneous,1.0,0.938,0.9117500000000001,0.9829,7.5,6.0,8.45,20.5,17.0,21.45,24.5,21.0,26.0,13.0,11.0,13.45,0.11499999999999999,0.10874999999999999,0.12505000000000005,12,0.7574992425007574,1.0
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.87,0.001,homogeneous,0.9166666666666666,0.9445,0.72235,0.9746999999999999,21.0,13.649999999999999,42.54999999999998,44.0,32.0,59.5,49.0,36.5,65.0,25.0,18.5,29.5,0.11399999999999999,0.07734999999999999,0.12325,12,0.6461140782014047,0.9851352905492264
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.87,0.002,homogeneous,1.0,0.959,0.9259,0.98115,13.5,12.0,19.9,31.0,28.1,45.94999999999999,35.5,32.55,50.94999999999999,18.0,15.55,26.599999999999994,0.10899999999999999,0.10354999999999998,0.11424999999999999,12,0.7574992425007574,1.0
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.87,0.003,homogeneous,1.0,0.9504999999999999,0.91295,0.97845,13.0,9.0,15.45,30.0,23.0,36.45,35.0,27.55,41.349999999999994,16.5,13.55,23.45,0.10699999999999998,0.10109999999999997,0.11445,12,0.7574992425007574,1.0
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.87,0.005,homogeneous,1.0,0.9305,0.9043000000000001,0.9713499999999999,10.0,8.1,11.45,26.0,20.3,30.0,30.0,24.75,34.0,15.5,11.65,18.45,0.11349999999999999,0.10174999999999998,0.11744999999999998,12,0.7574992425007574,1.0
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.87,0.01,homogeneous,1.0,0.96,0.9121000000000001,0.97445,8.0,6.0,8.45,20.5,17.55,26.349999999999998,25.0,22.0,31.349999999999998,13.0,10.55,18.349999999999998,0.10999999999999999,0.10175000000000003,0.11634999999999998,12,0.7574992425007574,1.0
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.88,0.001,homogeneous,0.9166666666666666,0.926,0.9062000000000001,0.9652499999999999,25.5,16.2,47.8,53.0,40.55,88.6,58.5,45.55,93.6,29.5,21.65,40.39999999999999,0.09949999999999998,0.09275000000000003,0.10904999999999998,12,0.6461140782014047,0.9851352905492264
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.88,0.002,homogeneous,0.9166666666666666,0.944,0.6163000000000001,0.96415,18.5,13.649999999999999,41.09999999999997,39.0,30.0,57.0,44.0,35.0,62.5,22.0,16.0,35.0,0.10099999999999998,0.05509999999999999,0.10725000000000004,12,0.6461140782014047,0.9851352905492264
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.88,0.003,homogeneous,1.0,0.9395,0.9016500000000001,0.9681500000000001,12.5,9.1,22.799999999999997,31.5,24.55,49.599999999999994,36.5,29.549999999999997,54.599999999999994,20.0,13.55,27.9,0.09999999999999998,0.09109999999999996,0.10780000000000005,12,0.7574992425007574,1.0
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.88,0.005,homogeneous,1.0,0.967,0.93755,0.977,10.0,8.0,11.45,25.5,20.0,31.349999999999998,30.5,25.549999999999997,36.8,16.0,12.0,20.349999999999998,0.09949999999999998,0.09109999999999996,0.11025000000000004,12,0.7574992425007574,1.0
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.88,0.01,homogeneous,1.0,0.929,0.91025,0.9763499999999999,7.0,5.0,8.45,20.5,18.0,27.249999999999996,25.0,23.0,31.799999999999997,13.5,12.55,18.799999999999997,0.10100000000000003,0.09154999999999996,0.11069999999999999,12,0.7574992425007574,1.0
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.89,0.001,homogeneous,0.75,0.949,0.91555,0.9688999999999999,24.5,16.55,33.45,55.5,41.55,86.94999999999999,62.5,47.1,93.39999999999999,33.5,24.0,57.39999999999999,0.08749999999999997,0.07920000000000008,0.09845000000000004,12,0.46768966087934005,0.9110599603710386
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.89,0.002,homogeneous,0.9166666666666666,0.942,0.90575,0.96405,18.0,13.0,28.29999999999999,46.0,31.4,65.25,52.0,37.4,71.25,27.0,17.85,45.05,0.09049999999999997,0.08275000000000002,0.09699999999999998,12,0.6461140782014047,0.9851352905492264
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.89,0.003,homogeneous,1.0,0.94,0.9181,0.96445,13.0,11.55,19.0,39.0,30.65,53.05,45.0,36.2,59.49999999999999,24.5,18.65,34.05,0.09299999999999997,0.08275000000000002,0.09780000000000004,12,0.7574992425007574,1.0
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.89,0.005,homogeneous,1.0,0.943,0.9137500000000001,0.9669,10.5,8.55,12.45,28.0,24.0,35.8,33.5,29.0,41.8,18.0,15.0,23.349999999999998,0.09349999999999997,0.08609999999999995,0.09889999999999999,12,0.7574992425007574,1.0
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.89,0.01,homogeneous,1.0,0.925,0.90255,0.9787,7.0,6.0,9.0,21.0,18.1,29.45,26.5,23.65,35.45,14.0,12.1,20.45,0.09250000000000003,0.08600000000000002,0.10144999999999998,12,0.7574992425007574,1.0
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.9,0.001,homogeneous,0.6666666666666666,0.917,0.11605,0.96095,23.0,14.5,53.0,61.5,35.8,85.75,70.0,43.9,92.75,33.0,20.45,57.1,0.08399999999999996,0.004400000000000005,0.08845000000000003,12,0.3906175873976139,0.8618821601026385
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.9,0.002,homogeneous,0.9166666666666666,0.9375,0.91035,0.9677,15.0,10.65,20.0,39.5,29.950000000000003,60.39999999999999,46.5,35.95,67.29999999999998,26.0,18.2,41.749999999999986,0.08449999999999996,0.07555000000000006,0.09234999999999996,12,0.6461140782014047,0.9851352905492264
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.9,0.003,homogeneous,1.0,0.954,0.9205,0.97225,13.5,10.100000000000001,19.249999999999996,39.0,30.0,58.599999999999994,46.0,36.0,64.14999999999999,26.5,19.65,39.9,0.08799999999999997,0.07899999999999996,0.08999999999999997,12,0.7574992425007574,1.0
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.9,0.005,homogeneous,1.0,0.941,0.90995,0.9698,10.0,8.0,12.0,31.5,25.1,39.699999999999996,38.5,31.1,47.25,21.0,16.55,30.599999999999994,0.08200000000000007,0.07510000000000001,0.09599999999999997,12,0.7574992425007574,1.0
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.9,0.01,homogeneous,1.0,0.9205000000000001,0.9053,0.9511499999999999,7.0,6.0,8.45,22.5,20.55,27.9,28.0,27.0,34.45,15.0,14.0,20.9,0.08300000000000007,0.07585000000000007,0.08700000000000002,12,0.7574992425007574,1.0
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.91,0.001,homogeneous,0.75,0.913,0.15895,0.9472499999999999,21.0,12.5,38.0,64.0,41.2,82.85,72.0,47.75,89.75,42.0,28.85,50.60000000000001,0.07199999999999995,0.004950000000000005,0.08034999999999995,12,0.46768966087934005,0.9110599603710386
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.91,0.002,homogeneous,0.75,0.921,0.58615,0.9538,14.5,10.55,28.0,38.0,27.5,85.5,46.0,34.0,78.10000000000002,25.0,16.0,57.5,0.07849999999999996,0.027349999999999965,0.08345000000000001,12,0.46768966087934005,0.9110599603710386
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.91,0.003,homogeneous,0.75,0.94,0.9011,0.9572499999999999,14.5,8.0,23.349999999999998,44.5,31.1,76.6,55.0,37.55,85.6,30.5,21.1,56.9,0.07450000000000001,0.06704999999999994,0.08280000000000001,12,0.46768966087934005,0.9110599603710386
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.91,0.005,homogeneous,1.0,0.93,0.90255,0.9587,9.5,8.0,12.899999999999999,27.5,25.0,47.09999999999999,36.5,31.55,56.44999999999999,18.5,16.55,34.19999999999999,0.07799999999999996,0.07265,0.08235,12,0.7574992425007574,1.0
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.91,0.01,homogeneous,1.0,0.9390000000000001,0.9051,0.95415,7.0,6.550000000000001,8.899999999999999,24.5,21.55,34.14999999999999,31.0,29.0,41.25,17.5,14.549999999999999,25.249999999999996,0.07350000000000001,0.07100000000000006,0.08615000000000003,12,0.7574992425007574,1.0
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.92,0.001,homogeneous,0.5833333333333334,0.9155,0.29525000000000007,0.9491499999999999,20.0,14.5,25.0,64.0,44.5,92.5,73.0,55.05,95.1,40.0,29.5,72.0,0.06350000000000006,0.012650000000000012,0.08280000000000007,12,0.3195073356553728,0.8067425380947535
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.92,0.002,homogeneous,0.9166666666666666,0.9410000000000001,0.90375,0.9579,16.5,11.65,24.699999999999996,53.0,42.2,67.6,62.5,56.2,86.35,34.5,27.55,46.349999999999994,0.06400000000000006,0.05115000000000004,0.07434999999999994,12,0.6461140782014047,0.9851352905492264
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.92,0.003,homogeneous,0.9166666666666666,0.925,0.9093,0.9508999999999999,13.5,11.0,20.0,40.0,30.549999999999997,62.34999999999998,51.0,37.55,71.69999999999999,26.5,19.549999999999997,44.54999999999998,0.068,0.06009999999999994,0.07790000000000002,12,0.6461140782014047,0.9851352905492264
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.92,0.005,homogeneous,0.8333333333333334,0.9295,0.70735,0.955,10.0,7.0,14.45,33.0,27.0,53.0,45.0,36.0,69.0,23.0,18.0,41.5,0.06450000000000006,0.03690000000000002,0.07245000000000007,12,0.5519636426153274,0.9530358523851776
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.92,0.01,homogeneous,1.0,0.9255,0.9069500000000001,0.9532499999999999,7.0,6.0,10.899999999999999,29.5,21.65,47.599999999999994,39.0,29.3,67.49999999999997,21.5,15.65,36.49999999999999,0.067,0.05764999999999999,0.07145000000000001,12,0.7574992425007574,1.0
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.93,0.001,homogeneous,0.0,0.48650000000000004,0.2596,0.9302999999999999,25.5,16.85,52.44999999999999,80.5,60.25,90.0,83.0,76.7,96.49999999999999,55.0,44.5,68.25,0.014500000000000013,0.00965000000000001,0.06290000000000005,12,0.0,0.2425007574992425
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.93,0.002,homogeneous,0.4166666666666667,0.919,0.4882,0.9423499999999999,16.0,11.55,31.0,58.0,40.5,98.0,62.0,52.3,94.19999999999999,46.0,27.0,70.5,0.05250000000000005,0.019100000000000013,0.06699999999999995,12,0.19325746190524654,0.6804926643446272
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.93,0.003,homogeneous,1.0,0.9185000000000001,0.9033,0.948,13.0,8.55,14.45,39.5,27.55,53.699999999999996,52.0,37.75,68.94999999999999,27.5,16.55,39.25,0.0595,0.05209999999999994,0.06645000000000001,12,0.7574992425007574,1.0
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.93,0.005,homogeneous,0.8333333333333334,0.932,0.52015,0.948,9.0,7.55,13.899999999999999,38.0,30.549999999999997,81.89999999999998,48.0,42.9,61.15000000000001,27.0,22.549999999999997,67.79999999999998,0.055999999999999994,0.02304999999999998,0.06835000000000005,12,0.5519636426153274,0.9530358523851776
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.93,0.01,homogeneous,1.0,0.9105000000000001,0.90055,0.9491499999999999,7.0,6.0,8.0,28.5,23.55,32.9,38.5,34.55,51.9,21.0,17.1,25.349999999999998,0.055499999999999994,0.04775000000000004,0.0628,12,0.7574992425007574,1.0
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.94,0.001,homogeneous,0.4166666666666667,0.5675,0.24640000000000004,0.9239,21.0,13.5,33.0,59.0,44.349999999999994,91.94999999999999,86.5,80.89999999999999,96.35,39.0,28.7,63.05,0.020000000000000018,0.00935000000000001,0.04670000000000003,12,0.19325746190524654,0.6804926643446272
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.94,0.002,homogeneous,0.5833333333333334,0.79,0.51075,0.9368,17.5,12.0,25.45,60.0,40.5,84.5,85.5,64.5,93.5,44.0,28.5,65.0,0.032999999999999946,0.017550000000000017,0.04699999999999998,12,0.3195073356553728,0.8067425380947535
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.94,0.003,homogeneous,0.6666666666666666,0.912,0.5551,0.9229,13.5,10.0,18.699999999999996,47.0,33.0,71.0,71.0,44.2,76.39999999999999,34.0,21.5,57.0,0.04199999999999998,0.018749999999999958,0.052249999999999935,12,0.3906175873976139,0.8618821601026385
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.94,0.005,homogeneous,0.75,0.919,0.38239999999999996,0.9328000000000001,10.0,7.55,14.0,35.5,22.799999999999997,67.80000000000003,52.0,37.0,65.4,25.0,15.350000000000001,55.60000000000002,0.04799999999999993,0.01820000000000001,0.052349999999999994,12,0.46768966087934005,0.9110599603710386
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.94,0.01,homogeneous,1.0,0.92,0.9011,0.94045,7.0,6.0,8.0,28.5,22.200000000000003,41.45,46.0,34.95,65.14999999999999,21.0,15.65,33.9,0.04550000000000004,0.04200000000000004,0.05379999999999999,12,0.7574992425007574,1.0
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.95,0.001,homogeneous,0.5,0.7130000000000001,0.23775,0.9196,16.0,10.55,53.749999999999986,51.0,39.4,60.69999999999999,86.0,61.25,97.5,37.0,25.900000000000002,48.99999999999999,0.02750000000000001,0.009550000000000003,0.042449999999999925,12,0.2537781703934222,0.7462218296065778
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.95,0.002,homogeneous,0.4166666666666667,0.525,0.37760000000000005,0.9128000000000001,17.0,12.0,27.349999999999998,52.0,40.1,86.1,82.0,74.8,86.5,38.0,27.200000000000003,66.39999999999999,0.021500000000000005,0.01220000000000001,0.039899999999999984,12,0.19325746190524654,0.6804926643446272
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.95,0.003,homogeneous,0.5833333333333334,0.6735,0.45675,0.9216500000000001,15.0,11.100000000000001,20.9,48.5,39.25,84.10000000000002,68.0,60.4,83.8,36.0,23.45,67.20000000000002,0.032999999999999946,0.015549999999999998,0.040249999999999966,12,0.3195073356553728,0.8067425380947535
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.95,0.005,homogeneous,0.75,0.7605,0.5093,0.9234500000000001,11.0,7.55,16.0,38.0,25.5,65.5,55.0,41.25,95.24999999999999,28.0,18.0,53.5,0.028999999999999998,0.0171,0.043449999999999926,12,0.46768966087934005,0.9110599603710386
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.95,0.01,homogeneous,0.9166666666666666,0.909,0.5644,0.92715,7.0,5.0,9.0,32.0,23.65,46.749999999999986,54.0,37.8,91.19999999999999,25.0,17.55,38.29999999999999,0.03500000000000003,0.02230000000000002,0.04400000000000004,12,0.6461140782014047,0.9851352905492264
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.96,0.001,homogeneous,0.3333333333333333,0.499,0.18155000000000002,0.9149499999999999,20.0,14.0,54.5,60.0,48.75,88.99999999999997,74.0,65.9,76.69999999999999,40.0,34.75,71.74999999999997,0.020000000000000004,0.007750000000000003,0.038899999999999976,12,0.13811783989736134,0.609382412602386
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.96,0.002,homogeneous,0.3333333333333333,0.554,0.33785,0.7402499999999999,16.5,12.65,32.599999999999994,51.0,36.2,80.8,59.0,59.0,59.0,37.0,23.700000000000003,58.599999999999994,0.018500000000000016,0.012750000000000011,0.029600000000000022,12,0.13811783989736134,0.609382412602386
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.96,0.003,homogeneous,0.5833333333333334,0.603,0.3914,0.9153500000000001,13.5,10.0,19.9,51.5,38.7,70.3,77.0,54.599999999999994,81.6,39.0,25.799999999999997,54.55,0.02300000000000002,0.016550000000000002,0.03544999999999998,12,0.3195073356553728,0.8067425380947535
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.96,0.005,homogeneous,0.9166666666666666,0.909,0.58185,0.9289000000000001,10.0,9.55,13.799999999999997,46.0,27.65,54.9,67.5,44.25,95.89999999999999,32.5,17.65,44.349999999999994,0.03550000000000003,0.020000000000000018,0.04289999999999998,12,0.6461140782014047,0.9851352905492264
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.96,0.01,homogeneous,1.0,0.91,0.5831500000000001,0.9216,7.5,6.550000000000001,9.0,28.0,22.65,38.9,49.0,37.4,72.8,21.5,15.1,30.45,0.03599999999999995,0.027200000000000012,0.04380000000000003,12,0.7574992425007574,1.0
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.97,0.001,homogeneous,0.25,0.45899999999999996,0.19235,0.8030499999999998,25.5,14.1,75.14999999999998,63.0,45.5,72.25,89.0,89.0,89.0,44.0,32.0,51.74999999999999,0.019500000000000003,0.008550000000000007,0.03144999999999998,12,0.08894003962896138,0.53231033912066
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.97,0.002,homogeneous,0.25,0.5845,0.2409,0.9158000000000001,18.5,13.0,52.09999999999998,66.0,47.199999999999996,72.1,90.0,69.30000000000001,91.8,46.0,33.3,54.699999999999996,0.023999999999999994,0.01100000000000001,0.03325000000000003,12,0.08894003962896138,0.53231033912066
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.97,0.003,homogeneous,0.6666666666666666,0.62,0.47755000000000003,0.91035,12.0,9.0,15.45,46.0,30.400000000000002,67.79999999999998,65.5,56.050000000000004,74.95,34.0,20.6,54.599999999999994,0.026999999999999996,0.01730000000000001,0.035050000000000026,12,0.3906175873976139,0.8618821601026385
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.97,0.005,homogeneous,0.5833333333333334,0.571,0.49534999999999996,0.90845,12.0,9.0,16.349999999999998,48.5,37.2,91.0,62.0,56.599999999999994,80.89999999999999,35.5,26.0,75.69999999999999,0.02400000000000002,0.016000000000000014,0.03935000000000004,12,0.3195073356553728,0.8067425380947535
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.97,0.01,homogeneous,0.9166666666666666,0.9025000000000001,0.53505,0.9267000000000001,6.5,6.0,9.45,31.0,22.5,35.0,61.5,40.05,84.94999999999999,22.0,16.0,27.0,0.031000000000000014,0.028099999999999993,0.03700000000000003,12,0.6461140782014047,0.9851352905492264
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.98,0.001,homogeneous,0.25,0.499,0.26470000000000005,0.90785,22.0,11.100000000000001,60.09999999999998,70.5,38.25,79.75,69.5,60.95,78.05,49.5,27.75,62.5,0.01899999999999999,0.012299999999999985,0.03560000000000003,12,0.08894003962896138,0.53231033912066
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.98,0.002,homogeneous,0.75,0.915,0.50225,0.9198999999999999,15.0,10.65,25.499999999999993,42.0,35.5,84.5,68.0,55.4,73.65,29.0,24.5,58.5,0.03250000000000003,0.014549999999999987,0.03935,12,0.46768966087934005,0.9110599603710386
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.98,0.003,homogeneous,0.5,0.541,0.3741,0.9153500000000001,14.5,11.100000000000001,24.799999999999997,49.5,35.0,85.9,64.0,50.5,88.29999999999998,37.0,22.4,71.25,0.022500000000000013,0.014550000000000006,0.03989999999999998,12,0.2537781703934222,0.7462218296065778
L_calibration,L calibration,20,0.7,homogeneous,homogeneous,0.98,0.005,homogeneous,0.6666666666666666,0.6435,0.4965,0.9138999999999999,11.5,9.0,18.799999999999997,43.0,35.0,73.0,67.0,62.4,87.4,32.0,26.0,60.5,0.026999999999999996,0.01800000000000001,0.03344999999999998,12,0.3906175873976139,0.8618821601026385
