realised_N,effort_budget,performance_benchmark,theta_low_mean,seed_count,powerlaw_alpha,cascade_threshold50,traditional_growth_sd,stopped_reason,valuation_cv,theta_sweep,performance_benchmark_sweep,transition_time,pioneer_strategy,digital_growth_sd,final_adoption,sigma,digital_growth_mean,pioneer_threshold,seed_fraction,cascade_threshold70,t10,k,stop_time,degree_variance,threshold_treatment,clustering,seed_strategy,vary_network,m,phase,beta,v0,p_digital,cascade,max_slope,max_slope_period,total_adoptions,return_distribution_sweep,giant_component_fraction,effort_label,run_seed,hazard_h,cascade_dynamic,cascade_slope_min,target_mean_degree,rule,return_distribution,theta_high,effort_metric,pi,hazard_matched_final_adoption,cascade_transition_window,cascade_final_cutoff,theta_mean,sigma_high,run_index,benchmark_percentile,abandonment_h,t50,update_schedule,network_generator,experiment,allow_abandonment,N,total_bankruptcies,pioneer_fraction,traditional_growth_mean,robustness_axis,cascade_dynamic70,theta_crit,excess_over_hazard,seed_fraction_sweep,network_seed,family,premium_ratio,theta_low,abandonment_sweep,t90,realised_edges,realised_mean_degree,avg_path_length,pioneer_count
1000,,own,,6,,true,0.1,A90,27.028866851212463,,,30,random,1.0,0.901,,1.5,0.05,0.006,true,12,4,99,1.3193193193193193,mixture,0.09010361916203634,random,false,,coarse,0.4,10.0,0.01,true,0.02699999999999997,40,1223,,1.0,,412412293,,true,0.02,4,complex,normal,,,0.05,0.502,45,0.5,0.7,,21,0.75,0.0,42,,watts_strogatz_rewire,expE_seed_x_pioneer,false,1000,330,0.05,0.15,,true,,0.399,,2701,small_world,,0.05,,99,2000,4.0,5.775355355355355,50
1000,,own,,6,,true,0.1,T,28.466762906099337,,,44,random,1.0,0.781,,1.5,0.05,0.006,true,18,4,100,1.3193193193193193,mixture,0.09010361916203634,random,false,,coarse,0.4,10.0,0.01,false,0.018000000000000016,46,1026,,1.0,,721106218,,false,0.02,4,complex,normal,,,0.05,0.503,45,0.5,0.7,,22,0.75,0.0,62,,watts_strogatz_rewire,expE_seed_x_pioneer,false,1000,253,0.05,0.15,,false,,0.278,,2701,small_world,,0.05,,,2000,4.0,5.775355355355355,50
1000,,own,,6,,true,0.1,T,15.000976720214165,,,68,random,1.0,0.638,,1.5,0.05,0.006,false,16,4,100,1.3193193193193193,mixture,0.09010361916203634,random,false,,coarse,0.4,10.0,0.01,false,0.016999999999999987,37,822,,1.0,,2077736381,,false,0.02,4,complex,normal,,,0.05,0.481,45,0.5,0.7,,23,0.75,0.0,84,,watts_strogatz_rewire,expE_seed_x_pioneer,false,1000,194,0.05,0.15,,false,,0.15700000000000003,,2701,small_world,,0.05,,,2000,4.0,5.775355355355355,50
1000,,own,,6,,true,0.1,T,27.476192971771354,,,58,random,1.0,0.612,,1.5,0.05,0.006,false,29,4,100,1.3193193193193193,mixture,0.09010361916203634,random,false,,coarse,0.4,10.0,0.01,false,0.016000000000000014,75,791,,1.0,,792885575,,false,0.02,4,complex,normal,,,0.05,0.51,45,0.5,0.7,,24,0.75,0.0,87,,watts_strogatz_rewire,expE_seed_x_pioneer,false,1000,185,0.05,0.15,,false,,0.10199999999999998,,2701,small_world,,0.05,,,2000,4.0,5.775355355355355,50
1000,,own,,6,,true,0.1,A90,21.236160249072324,,,39,random,1.0,0.9,,1.5,0.05,0.006,true,12,4,99,1.3193193193193193,mixture,0.09010361916203634,random,false,,coarse,0.4,10.0,0.01,false,0.018000000000000016,71,1185,,1.0,,1268887457,,false,0.02,4,complex,normal,,,0.05,0.482,45,0.5,0.7,,25,0.75,0.0,51,,watts_strogatz_rewire,expE_seed_x_pioneer,false,1000,294,0.05,0.15,,false,,0.41800000000000004,,2701,small_world,,0.05,,99,2000,4.0,5.775355355355355,50
1000,,own,,6,,true,0.1,A90,16.53750493319257,,,31,random,1.0,0.905,,1.5,0.05,0.006,true,13,4,77,1.3193193193193193,mixture,0.09010361916203634,random,false,,coarse,0.4,10.0,0.01,true,0.027000000000000024,36,1104,,1.0,,582899889,,true,0.02,4,complex,normal,,,0.05,0.485,45,0.5,0.7,,26,0.75,0.0,44,,watts_strogatz_rewire,expE_seed_x_pioneer,false,1000,207,0.05,0.15,,true,,0.42000000000000004,,2701,small_world,,0.05,,77,2000,4.0,5.775355355355355,50
1000,,own,,6,,true,0.1,A90,18.817025876877736,,,29,random,1.0,0.904,,1.5,0.05,0.006,true,12,4,79,1.3193193193193193,mixture,0.09010361916203634,random,false,,coarse,0.4,10.0,0.01,false,0.019000000000000017,31,1117,,1.0,,1008076941,,false,0.02,4,complex,normal,,,0.05,0.492,45,0.5,0.7,,27,0.75,0.0,41,,watts_strogatz_rewire,expE_seed_x_pioneer,false,1000,219,0.05,0.15,,false,,0.41200000000000003,,2701,small_world,,0.05,,79,2000,4.0,5.775355355355355,50
1000,,own,,6,,true,0.1,A90,19.959441924289603,,,33,random,1.0,0.905,,1.5,0.05,0.006,true,11,4,79,1.3193193193193193,mixture,0.09010361916203634,random,false,,coarse,0.4,10.0,0.01,true,0.02399999999999991,54,1122,,1.0,,287866478,,true,0.02,4,complex,normal,,,0.05,0.504,45,0.5,0.7,,28,0.75,0.0,44,,watts_strogatz_rewire,expE_seed_x_pioneer,false,1000,227,0.05,0.15,,true,,0.401,,2701,small_world,,0.05,,79,2000,4.0,5.775355355355355,50
1000,,own,,6,,true,0.1,A90,16.361198206040424,,,30,random,1.0,0.9,,1.5,0.05,0.006,true,13,4,68,1.3193193193193193,mixture,0.09010361916203634,random,false,,coarse,0.4,10.0,0.01,true,0.02899999999999997,37,1058,,1.0,,1991135860,,true,0.02,4,complex,normal,,,0.05,0.505,45,0.5,0.7,,29,0.75,0.0,43,,watts_strogatz_rewire,expE_seed_x_pioneer,false,1000,165,0.05,0.15,,true,,0.395,,2701,small_world,,0.05,,68,2000,4.0,5.775355355355355,50
1000,,own,,6,,true,0.1,T,26.811226939047923,,,64,random,1.0,0.645,,1.5,0.05,0.006,false,12,4,100,1.3193193193193193,mixture,0.09010361916203634,random,false,,coarse,0.4,10.0,0.01,false,0.016,11,861,,1.0,,728404294,,false,0.02,4,complex,normal,,,0.05,0.478,45,0.5,0.7,,30,0.75,0.0,76,,watts_strogatz_rewire,expE_seed_x_pioneer,false,1000,225,0.05,0.15,,false,,0.16700000000000004,,2701,small_world,,0.05,,,2000,4.0,5.775355355355355,50
