term,estimate,std_error,odds_ratio
intercept,-23.011904786916382,15.97265848202203,1.0140438441329106e-10
avg_path_length,0.0027705925598837467,0.10775009174854541,1.0027744341985028
mean_degree,6.5479336381694795,3.995273549902768,697.8007741514765
clustering,-22.347820842978088,1.9823214060271999,1.969993192110333e-10
degree_variance,-0.0687073482584922,0.03549480687748719,0.9335998597278229
family=power_law,-0.720646827496108,0.8792905548174388,0.48643751302019167
family=small_world,-0.9469101005967671,0.27493717884531205,0.3879378624158425
