section,k,beta,threshold_treatment,treatment_label,theta_mean,seed_fraction,variant,cascade_prob,final_adoption_median,final_adoption_p05,final_adoption_p95,t10_median,t10_p05,t10_p95,t50_median,t50_p05,t50_p95,t90_median,t90_p05,t90_p95,transition_time_median,transition_time_p05,transition_time_p95,max_slope_median,max_slope_p05,max_slope_p95,n_runs,cascade_prob_ci_low,cascade_prob_ci_high
calibration,50,0.7,homogeneous,homogeneous,0.7,0.01,homogeneous,1.0,0.987,0.9169,1.0,6.0,5.0,7.050000000000001,11.0,10.0,12.05,12.0,11.95,13.05,5.0,4.0,5.0,0.2575,0.22899999999999998,0.26515,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,homogeneous,homogeneous,0.75,0.001,homogeneous,1.0,0.9975,0.92985,1.0,16.5,12.0,23.350000000000005,23.0,18.0,29.300000000000004,25.0,20.0,31.350000000000005,6.0,5.0,7.0,0.21850000000000003,0.20379999999999995,0.23035,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,homogeneous,homogeneous,0.75,0.003,homogeneous,1.0,0.973,0.9228000000000001,1.0,11.0,8.95,14.100000000000001,17.0,14.0,20.1,19.0,16.0,22.1,6.0,5.0,6.0,0.21700000000000003,0.20259999999999995,0.2244500000000001,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,homogeneous,homogeneous,0.75,0.006,homogeneous,1.0,0.9684999999999999,0.912,1.0,8.0,7.0,10.0,13.0,12.95,15.05,15.0,14.950000000000001,17.05,6.0,5.0,6.0,0.21400000000000002,0.19969999999999996,0.2312,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,homogeneous,homogeneous,0.75,0.01,homogeneous,1.0,0.9824999999999999,0.9486999999999999,0.99905,7.0,6.0,7.050000000000001,12.0,11.95,13.0,14.0,13.95,15.0,6.0,5.0,6.0,0.20949999999999996,0.19989999999999997,0.22319999999999998,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,homogeneous,homogeneous,0.8,0.001,homogeneous,0.95,0.9915,0.85595,1.0,17.0,13.0,30.80000000000001,25.0,20.9,39.70000000000001,28.0,22.900000000000002,42.70000000000001,8.0,7.0,8.200000000000003,0.1755,0.1510499999999999,0.18300000000000005,20,0.7638641064874331,0.9911187805671268
calibration,50,0.7,homogeneous,homogeneous,0.8,0.003,homogeneous,1.0,0.977,0.91245,1.0,12.0,9.0,15.100000000000001,19.0,16.9,23.05,21.5,18.950000000000003,26.0,7.0,6.0,8.0,0.17349999999999993,0.16080000000000003,0.18209999999999993,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,homogeneous,homogeneous,0.8,0.006,homogeneous,1.0,0.957,0.912,0.999,9.0,7.0,13.100000000000001,16.0,14.0,21.05,18.5,16.95,24.05,7.0,6.0,8.0,0.17550000000000004,0.16689999999999994,0.18809999999999993,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,homogeneous,homogeneous,0.8,0.01,homogeneous,1.0,0.988,0.939,1.0,7.0,5.949999999999999,10.0,14.5,13.0,18.0,17.0,15.0,20.0,7.0,6.0,8.0,0.1755,0.15995000000000004,0.17999999999999994,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,homogeneous,homogeneous,0.85,0.001,homogeneous,0.95,0.945,0.85595,0.9891000000000001,18.0,13.899999999999999,34.100000000000044,29.0,24.799999999999997,44.40000000000005,33.0,28.7,47.40000000000005,11.0,9.9,13.100000000000001,0.13299999999999995,0.1197,0.14115,20,0.7638641064874331,0.9911187805671268
calibration,50,0.7,homogeneous,homogeneous,0.85,0.003,homogeneous,1.0,0.978,0.903,0.9921,12.0,9.0,18.05,21.5,18.0,28.1,25.0,22.0,32.1,10.0,8.95,11.0,0.1305,0.12090000000000001,0.13915000000000002,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,homogeneous,homogeneous,0.85,0.006,homogeneous,1.0,0.9675,0.93085,0.9941,10.0,7.95,13.05,19.0,16.95,24.0,23.0,20.0,27.05,9.5,9.0,10.05,0.133,0.1259,0.14305,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,homogeneous,homogeneous,0.85,0.01,homogeneous,1.0,0.9455,0.90395,0.98205,8.0,6.949999999999999,10.0,18.0,15.95,21.0,21.0,19.0,24.0,9.5,8.95,11.05,0.13,0.1268,0.13909999999999992,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,homogeneous,homogeneous,0.9,0.001,homogeneous,0.95,0.943,0.85595,0.9793,19.0,12.8,39.300000000000004,40.0,26.8,66.9,46.0,31.9,72.00000000000001,20.0,12.9,31.500000000000007,0.08900000000000002,0.07885000000000007,0.09610000000000009,20,0.7638641064874331,0.9911187805671268
calibration,50,0.7,homogeneous,homogeneous,0.9,0.003,homogeneous,1.0,0.9345000000000001,0.90195,0.9703,13.0,9.950000000000001,19.200000000000003,27.5,22.0,43.099999999999994,33.5,28.0,48.1,14.0,12.95,24.0,0.09000000000000008,0.08494999999999997,0.09504999999999998,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,homogeneous,homogeneous,0.9,0.006,homogeneous,1.0,0.9444999999999999,0.9067500000000001,0.98005,10.0,7.95,12.100000000000001,24.0,19.95,26.200000000000003,30.0,25.0,32.150000000000006,14.0,11.95,15.05,0.08999999999999997,0.08299999999999996,0.09535000000000009,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,homogeneous,homogeneous,0.9,0.01,homogeneous,1.0,0.944,0.9039,0.9711000000000001,8.0,7.0,10.100000000000001,22.5,19.95,25.250000000000004,28.0,25.95,31.200000000000003,14.0,12.95,16.1,0.09050000000000002,0.08394999999999997,0.09615000000000008,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,homogeneous,homogeneous,0.95,0.001,homogeneous,0.75,0.9205000000000001,0.25120000000000003,0.9441499999999999,20.0,14.850000000000001,35.2,46.0,35.8,78.99999999999999,57.0,47.0,90.39999999999999,30.0,21.6,53.199999999999996,0.04500000000000004,0.010000000000000009,0.04909999999999994,20,0.5312949900419365,0.888139947210597
calibration,50,0.7,homogeneous,homogeneous,0.95,0.003,homogeneous,0.9,0.9235,0.87425,0.94405,13.0,8.95,16.0,41.0,32.699999999999996,55.30000000000003,52.0,42.9,66.40000000000003,27.0,21.0,42.90000000000003,0.04799999999999999,0.040700000000000035,0.05205000000000005,20,0.6989617935882066,0.9721341060158468
calibration,50,0.7,homogeneous,homogeneous,0.95,0.006,homogeneous,1.0,0.9205000000000001,0.90575,0.9431499999999999,10.0,8.0,15.05,34.0,30.0,43.75000000000001,45.5,41.0,54.80000000000001,23.5,21.95,34.55000000000001,0.04500000000000004,0.04279999999999993,0.052999999999999936,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,homogeneous,homogeneous,0.95,0.01,homogeneous,1.0,0.9225000000000001,0.9,0.9420499999999999,9.0,6.0,11.100000000000001,32.0,26.9,43.400000000000006,43.5,37.900000000000006,55.400000000000006,24.5,19.0,34.2,0.04700000000000004,0.04094999999999993,0.05105000000000004,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,homogeneous,homogeneous,0.9525,0.001,homogeneous,0.8,0.9205000000000001,0.37975000000000003,0.9355000000000001,18.5,12.0,35.100000000000016,48.0,40.099999999999994,68.89999999999996,60.0,51.0,77.0,31.0,23.85,47.649999999999984,0.044499999999999984,0.020549999999999964,0.04820000000000005,20,0.5839782779742401,0.9193436467288
calibration,50,0.7,homogeneous,homogeneous,0.9525,0.003,homogeneous,0.75,0.913,0.86955,0.9400499999999999,14.0,9.0,19.100000000000016,43.0,33.7,74.80000000000001,56.0,45.7,87.7,29.0,22.900000000000002,61.50000000000001,0.045499999999999985,0.03860000000000004,0.050050000000000046,20,0.5312949900419365,0.888139947210597
calibration,50,0.7,homogeneous,homogeneous,0.9525,0.006,homogeneous,1.0,0.9245000000000001,0.90095,0.9372000000000001,10.5,7.95,16.1,34.5,29.0,50.0,47.5,41.0,62.05,23.5,21.0,38.05,0.044499999999999984,0.04195000000000003,0.048100000000000045,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,homogeneous,homogeneous,0.9525,0.01,homogeneous,1.0,0.918,0.9038,0.9362500000000001,9.0,7.0,11.0,31.0,26.95,42.50000000000001,43.0,39.95,55.45,22.0,19.95,33.400000000000006,0.04399999999999993,0.03985000000000003,0.04705000000000004,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,mixture,mixture_pi05,0.6,0.001,mixture_pi05,1.0,0.994,0.91385,1.0,6.0,5.0,8.05,10.0,9.0,12.0,11.0,10.0,13.0,3.5,3.0,4.0,0.3055,0.27555,0.33244999999999997,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,mixture,mixture_pi05,0.6,0.003,mixture_pi05,1.0,0.9995,0.98345,1.0,5.0,4.0,6.050000000000001,8.0,7.0,10.05,9.5,9.0,11.05,3.0,3.0,4.0,0.301,0.2739,0.31715,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,mixture,mixture_pi05,0.6,0.006,mixture_pi05,1.0,0.9875,0.9221,1.0,4.0,3.0,4.050000000000001,7.0,7.0,8.0,9.0,8.0,9.0,3.0,3.0,4.0,0.317,0.27494999999999997,0.32625,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,mixture,mixture_pi05,0.6,0.01,mixture_pi05,1.0,0.997,0.9384999999999999,1.0,3.0,3.0,4.0,7.0,6.0,7.0,8.0,8.0,8.0,4.0,3.0,4.0,0.29650000000000004,0.26885,0.32799999999999996,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,mixture,mixture_pi05,0.65,0.001,mixture_pi05,0.95,0.997,0.86355,1.0,7.0,6.0,10.300000000000004,11.0,10.0,14.300000000000004,13.0,12.0,16.300000000000004,4.0,4.0,5.0,0.25549999999999995,0.22799999999999998,0.28030000000000005,20,0.7638641064874331,0.9911187805671268
calibration,50,0.7,mixture,mixture_pi05,0.65,0.003,mixture_pi05,1.0,0.9975,0.9287,1.0,5.0,4.95,7.0,9.0,8.95,11.0,11.0,10.0,12.05,4.0,4.0,4.050000000000001,0.27399999999999997,0.245,0.28830000000000006,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,mixture,mixture_pi05,0.65,0.006,mixture_pi05,1.0,0.999,0.91465,1.0,5.0,4.0,5.0,9.0,8.0,9.0,10.0,10.0,11.0,4.0,4.0,4.050000000000001,0.27,0.2467,0.28624999999999995,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,mixture,mixture_pi05,0.65,0.01,mixture_pi05,1.0,0.982,0.90885,1.0,4.0,3.0,4.0,8.0,7.0,8.0,9.0,9.0,10.0,4.0,4.0,4.050000000000001,0.272,0.2473,0.2833,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,mixture,mixture_pi05,0.7,0.001,mixture_pi05,1.0,0.996,0.90295,1.0,7.0,5.949999999999999,11.05,12.0,10.95,16.05,14.0,12.95,18.05,5.0,4.0,6.0,0.22399999999999998,0.20594999999999997,0.23435,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,mixture,mixture_pi05,0.7,0.003,mixture_pi05,1.0,0.985,0.9256500000000001,1.0,5.0,4.0,6.050000000000001,10.0,9.0,11.05,12.0,11.0,13.05,5.0,4.0,5.050000000000001,0.22600000000000003,0.2109000000000001,0.23925,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,mixture,mixture_pi05,0.7,0.006,mixture_pi05,1.0,0.997,0.9493,1.0,4.0,4.0,5.050000000000001,9.5,9.0,10.05,11.5,11.0,12.05,5.0,5.0,5.050000000000001,0.22699999999999998,0.20700000000000007,0.239,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,mixture,mixture_pi05,0.7,0.01,mixture_pi05,1.0,0.9944999999999999,0.9527999999999999,1.0,4.0,3.0,4.0,9.0,8.0,9.0,11.0,10.0,11.0,5.0,5.0,5.050000000000001,0.21850000000000003,0.20894999999999997,0.2376,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,mixture,mixture_pi05,0.75,0.001,mixture_pi05,1.0,0.9735,0.9179,1.0,7.0,6.0,10.05,13.5,13.0,17.0,16.0,15.0,19.05,6.5,6.0,7.0,0.18549999999999994,0.17384999999999992,0.19499999999999995,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,mixture,mixture_pi05,0.75,0.003,mixture_pi05,1.0,0.9775,0.9354,1.0,5.0,4.95,7.0,12.0,11.0,13.0,14.0,13.95,15.0,6.0,6.0,7.0,0.1825,0.17300000000000004,0.19234999999999997,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,mixture,mixture_pi05,0.75,0.006,mixture_pi05,1.0,0.9795,0.91075,1.0,5.0,4.0,5.050000000000001,11.0,10.0,12.0,13.0,12.95,14.0,6.0,6.0,7.0,0.18750000000000006,0.17589999999999995,0.19725000000000006,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,mixture,mixture_pi05,0.75,0.01,mixture_pi05,1.0,0.979,0.91645,1.0,4.0,3.95,5.0,10.0,9.950000000000001,11.0,13.0,12.0,13.05,6.0,5.949999999999999,6.050000000000001,0.185,0.17859999999999993,0.19500000000000006,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,mixture,mixture_pi05,0.8,0.001,mixture_pi05,1.0,0.9715,0.91465,0.9941,8.0,6.949999999999999,11.250000000000004,17.0,15.0,20.250000000000004,20.0,18.950000000000003,23.300000000000004,9.0,8.0,9.0,0.14350000000000002,0.13090000000000002,0.15105000000000002,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,mixture,mixture_pi05,0.8,0.003,mixture_pi05,1.0,0.96,0.925,0.99215,6.0,5.0,8.0,14.0,13.95,16.05,17.0,17.0,19.05,8.0,8.0,9.0,0.13999999999999996,0.134,0.15019999999999992,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,mixture,mixture_pi05,0.8,0.006,mixture_pi05,1.0,0.9735,0.9076500000000001,0.99605,5.0,4.0,6.0,13.0,12.95,15.05,17.0,16.0,18.05,8.5,8.0,10.0,0.14250000000000002,0.1337,0.14730000000000001,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,mixture,mixture_pi05,0.8,0.01,mixture_pi05,1.0,0.9724999999999999,0.9124,0.9961,4.0,4.0,5.0,12.5,11.95,13.05,16.0,15.0,17.0,8.0,7.0,9.0,0.14100000000000001,0.13495000000000001,0.14734999999999993,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,mixture,mixture_pi05,0.85,0.001,mixture_pi05,0.9,0.943,0.0,0.97515,9.0,7.0,14.149999999999999,21.0,18.7,26.299999999999997,26.0,23.85,31.299999999999997,12.0,10.850000000000001,13.149999999999999,0.09599999999999997,0.0,0.10419999999999997,20,0.6989617935882066,0.9721341060158468
calibration,50,0.7,mixture,mixture_pi05,0.85,0.003,mixture_pi05,1.0,0.951,0.90385,0.98515,6.0,5.0,7.050000000000001,18.0,17.0,20.05,23.0,22.0,25.1,12.0,11.0,13.05,0.09749999999999998,0.09000000000000008,0.1031000000000001,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,mixture,mixture_pi05,0.85,0.006,mixture_pi05,1.0,0.952,0.90785,0.979,5.0,4.95,6.0,17.0,15.95,18.0,22.0,20.95,23.05,12.0,10.95,12.05,0.09849999999999998,0.09094999999999998,0.10509999999999999,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,mixture,mixture_pi05,0.85,0.01,mixture_pi05,1.0,0.947,0.90095,0.9791,4.0,4.0,5.0,16.0,15.0,17.0,21.0,20.0,22.05,12.0,11.0,13.0,0.09600000000000003,0.08994999999999997,0.10709999999999999,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,mixture,mixture_pi05,0.9,0.001,mixture_pi05,0.95,0.9245000000000001,0.8588,0.9462999999999999,8.0,6.8999999999999995,17.300000000000004,28.0,25.900000000000002,36.70000000000001,38.0,36.0,46.70000000000001,20.0,18.0,23.1,0.052499999999999936,0.04465000000000004,0.05999999999999994,20,0.7638641064874331,0.9911187805671268
calibration,50,0.7,mixture,mixture_pi05,0.9,0.003,mixture_pi05,1.0,0.934,0.9098999999999999,0.9491999999999999,6.0,5.949999999999999,7.100000000000001,26.0,22.95,28.1,36.0,33.949999999999996,39.05,20.0,17.0,21.0,0.05250000000000005,0.050849999999999944,0.05709999999999994,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,mixture,mixture_pi05,0.9,0.006,mixture_pi05,1.0,0.9255,0.903,0.9440999999999999,5.0,4.0,6.050000000000001,24.0,23.0,27.200000000000003,35.0,32.0,37.2,19.5,18.0,22.200000000000003,0.051000000000000045,0.04890000000000004,0.05600000000000005,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,mixture,mixture_pi05,0.9,0.01,mixture_pi05,1.0,0.921,0.904,0.9471499999999999,4.0,4.0,5.050000000000001,24.0,22.0,26.05,34.5,32.0,36.05,20.0,17.95,21.05,0.05349999999999999,0.04695000000000004,0.05710000000000005,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,mixture,mixture_pi05,0.95,0.001,mixture_pi05,1.0,0.904,0.9,0.90915,8.0,6.949999999999999,10.05,35.0,31.9,37.050000000000004,72.5,65.0,78.1,27.0,24.0,28.0,0.026000000000000002,0.022,0.032,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,mixture,mixture_pi05,0.95,0.003,mixture_pi05,1.0,0.904,0.9,0.908,6.0,5.0,8.05,32.0,29.900000000000002,34.05,69.5,65.95,75.0,26.0,23.95,28.0,0.0285,0.02285,0.032100000000000004,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,mixture,mixture_pi05,0.95,0.006,mixture_pi05,1.0,0.904,0.9,0.909,5.0,4.0,6.0,30.0,27.95,34.0,69.5,64.95,73.10000000000001,26.0,23.95,28.05,0.030999999999999996,0.024949999999999993,0.036250000000000004,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,mixture,mixture_pi05,0.95,0.01,mixture_pi05,1.0,0.906,0.9,0.9101,4.0,4.0,5.0,29.5,27.0,31.05,66.0,63.0,71.1,25.0,23.0,26.1,0.0315,0.02590000000000002,0.039,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,mixture,mixture_pi05,0.9525,0.001,mixture_pi05,1.0,0.903,0.9,0.906,8.0,6.949999999999999,11.350000000000005,34.0,31.95,46.05,72.0,67.0,85.10000000000001,26.0,23.95,30.400000000000006,0.02650000000000001,0.0238,0.03210000000000001,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,mixture,mixture_pi05,0.9525,0.003,mixture_pi05,1.0,0.904,0.9,0.9093,6.0,5.0,7.050000000000001,31.5,29.0,34.1,68.5,61.95,72.15,25.5,24.0,28.05,0.027999999999999997,0.024999999999999998,0.033049999999999996,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,mixture,mixture_pi05,0.9525,0.006,mixture_pi05,1.0,0.904,0.9,0.9081,5.0,4.0,6.050000000000001,30.5,27.95,33.1,68.5,65.9,76.15,25.0,23.0,28.1,0.030500000000000003,0.023949999999999996,0.034050000000000004,20,0.8388698745050668,0.9999999999999999
calibration,50,0.7,mixture,mixture_pi05,0.9525,0.01,mixture_pi05,1.0,0.903,0.9,0.9062,4.0,4.0,5.0,31.0,27.95,33.2,68.0,63.9,78.05,26.0,23.0,29.200000000000003,0.030999999999999993,0.025900000000000006,0.035300000000000005,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,homogeneous,homogeneous,0.6,0.001,homogeneous,1.0,0.9964999999999999,0.9058,1.0,10.5,8.0,20.1,13.5,11.0,23.1,14.5,12.0,24.1,3.0,3.0,4.0,0.34299999999999997,0.29255,0.36214999999999997,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,homogeneous,homogeneous,0.6,0.003,homogeneous,1.0,1.0,0.94815,1.0,7.0,6.0,12.100000000000001,10.0,9.0,15.100000000000001,11.5,10.0,16.1,3.0,3.0,4.0,0.33499999999999996,0.28875,0.3654,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,homogeneous,homogeneous,0.6,0.006,homogeneous,1.0,1.0,0.90495,1.0,5.0,5.0,7.0,9.0,8.0,10.0,10.0,9.0,11.0,3.0,3.0,4.0,0.33649999999999997,0.28785,0.3631,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,homogeneous,homogeneous,0.6,0.01,homogeneous,1.0,1.0,0.9557,1.0,5.0,4.0,5.050000000000001,8.0,7.0,9.05,9.0,9.0,10.05,3.0,3.0,4.0,0.326,0.2969,0.36255,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,homogeneous,homogeneous,0.65,0.001,homogeneous,0.95,0.9944999999999999,0.85785,1.0,13.0,9.0,18.400000000000006,17.0,13.0,22.300000000000004,18.0,14.0,23.400000000000006,4.0,3.0,4.0,0.303,0.2489,0.31914999999999993,20,0.7638641064874331,0.9911187805671268
calibration,100,0.7,homogeneous,homogeneous,0.65,0.003,homogeneous,1.0,0.9884999999999999,0.9287000000000001,1.0,8.0,6.949999999999999,11.05,11.0,10.0,15.0,13.0,12.0,16.05,4.0,3.0,4.0,0.30000000000000004,0.2648,0.32210000000000005,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,homogeneous,homogeneous,0.65,0.006,homogeneous,1.0,0.9975,0.9555499999999999,1.0,6.0,5.949999999999999,8.05,10.0,9.0,11.100000000000001,11.0,10.95,13.05,4.0,3.0,4.0,0.28550000000000003,0.26055,0.31604999999999994,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,homogeneous,homogeneous,0.65,0.01,homogeneous,1.0,1.0,0.9105,1.0,5.0,4.95,6.0,9.0,8.0,9.05,10.0,10.0,11.0,4.0,3.0,4.0,0.288,0.26489999999999997,0.32119999999999993,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,homogeneous,homogeneous,0.7,0.001,homogeneous,1.0,0.9904999999999999,0.9374499999999999,1.0,11.5,9.0,19.250000000000004,16.5,13.0,24.200000000000003,18.0,15.0,25.250000000000004,4.0,4.0,5.0,0.2665,0.2407,0.2762,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,homogeneous,homogeneous,0.7,0.003,homogeneous,1.0,0.992,0.9475,1.0,9.0,7.0,12.150000000000002,13.5,11.95,17.150000000000002,15.0,13.0,19.1,4.5,4.0,5.0,0.264,0.2287,0.2754499999999999,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,homogeneous,homogeneous,0.7,0.006,homogeneous,1.0,0.993,0.9133,1.0,7.0,6.0,9.0,12.0,11.0,14.0,13.5,12.0,15.05,5.0,4.0,5.0,0.259,0.23479999999999998,0.2771999999999999,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,homogeneous,homogeneous,0.7,0.01,homogeneous,1.0,0.9984999999999999,0.91475,1.0,6.0,5.0,7.0,11.0,10.0,11.0,12.0,11.0,13.0,5.0,4.0,5.0,0.252,0.23585000000000012,0.27705,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,homogeneous,homogeneous,0.75,0.001,homogeneous,1.0,0.983,0.9087000000000001,1.0,13.5,10.0,23.0,18.5,15.0,29.0,20.5,17.95,31.0,5.5,5.0,6.0,0.21849999999999997,0.19889999999999997,0.23204999999999998,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,homogeneous,homogeneous,0.75,0.003,homogeneous,1.0,0.9935,0.90795,1.0,9.5,8.0,15.05,16.0,14.0,20.05,18.0,16.0,22.05,6.0,5.0,6.050000000000001,0.21249999999999997,0.19679999999999997,0.23114999999999997,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,homogeneous,homogeneous,0.75,0.006,homogeneous,1.0,0.9975,0.91835,1.0,8.0,7.0,10.0,14.0,12.95,15.05,16.0,15.0,17.05,6.0,5.0,6.0,0.20999999999999996,0.19579999999999997,0.2342,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,homogeneous,homogeneous,0.75,0.01,homogeneous,1.0,0.9864999999999999,0.90385,1.0,7.0,6.0,8.05,12.0,11.0,14.0,14.0,13.0,16.0,5.0,5.0,6.0,0.22000000000000003,0.20659999999999998,0.22999999999999998,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,homogeneous,homogeneous,0.8,0.001,homogeneous,1.0,0.9804999999999999,0.9239,1.0,16.0,13.0,20.05,23.0,20.0,27.1,25.5,22.95,29.1,7.0,7.0,8.0,0.176,0.16784999999999994,0.19199999999999995,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,homogeneous,homogeneous,0.8,0.003,homogeneous,1.0,0.987,0.9058,1.0,12.0,9.950000000000001,16.0,19.0,17.0,23.0,22.0,20.0,26.0,7.0,6.949999999999999,8.0,0.17050000000000004,0.16395,0.18614999999999993,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,homogeneous,homogeneous,0.8,0.006,homogeneous,1.0,0.989,0.9077500000000001,1.0,9.5,8.0,12.05,16.0,15.0,19.05,19.0,18.0,22.05,7.0,6.949999999999999,8.0,0.17550000000000004,0.16480000000000003,0.19099999999999995,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,homogeneous,homogeneous,0.8,0.01,homogeneous,1.0,0.9795,0.928,1.0,8.0,7.0,10.05,15.0,14.0,17.05,18.0,17.0,19.05,7.0,6.949999999999999,8.0,0.17899999999999994,0.16279999999999994,0.18719999999999995,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,homogeneous,homogeneous,0.85,0.001,homogeneous,0.95,0.973,0.85595,0.99805,16.0,12.0,25.100000000000016,26.0,21.0,35.100000000000016,30.0,24.9,39.100000000000016,10.0,9.0,10.0,0.1315,0.1216,0.13835000000000003,20,0.7638641064874331,0.9911187805671268
calibration,100,0.7,homogeneous,homogeneous,0.85,0.003,homogeneous,1.0,0.977,0.91695,0.99805,12.5,12.0,15.0,23.0,21.0,24.05,26.0,25.0,28.05,10.0,9.0,10.05,0.136,0.12795,0.1451,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,homogeneous,homogeneous,0.85,0.006,homogeneous,1.0,0.954,0.9085500000000001,1.0,11.0,9.0,13.05,20.0,19.0,23.05,24.0,22.0,26.1,10.0,9.0,10.0,0.132,0.12795,0.14,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,homogeneous,homogeneous,0.85,0.01,homogeneous,1.0,0.9704999999999999,0.9019,0.99905,9.0,8.0,11.0,19.0,17.95,20.05,22.5,21.0,24.05,10.0,9.0,10.0,0.134,0.12495,0.1413,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,homogeneous,homogeneous,0.9,0.001,homogeneous,1.0,0.955,0.9166,0.9813,19.5,14.9,45.2,34.0,27.95,60.150000000000006,40.0,33.949999999999996,66.15,14.0,13.0,15.05,0.09099999999999997,0.08500000000000008,0.09629999999999998,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,homogeneous,homogeneous,0.9,0.003,homogeneous,1.0,0.942,0.90095,0.9793499999999999,16.0,12.0,19.05,30.0,26.9,34.05,36.0,32.9,40.0,15.0,13.0,15.05,0.08950000000000002,0.07994999999999997,0.09499999999999997,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,homogeneous,homogeneous,0.9,0.006,homogeneous,1.0,0.948,0.91835,0.9781,13.0,11.0,14.400000000000006,27.5,24.950000000000003,29.350000000000005,33.0,30.95,35.35,14.0,13.0,15.0,0.09000000000000002,0.08389999999999997,0.09709999999999998,20,0.8388698745050668,0.9999999999999999
calibration,100,0.7,homogeneous,homogeneous,0.9,0.01,homogeneous,1.0,0.957,0.9129,0.98305,11.0,10.0,13.150000000000002,25.0,23.0,28.1,30.0,29.0,34.05,14.0,13.0,15.0,0.09250000000000003,0.08689999999999996,0.09605000000000008,20,0.8388698745050668,0.9999999999999999
