realised_N,variant_label,theta_low_mean,seed_count,powerlaw_alpha,cascade_threshold50,valuation_cv,section,min_better_total,stopped_reason,transition_time,pioneer_strategy,final_adoption,t10,seed_fraction,k,stop_time,degree_variance,threshold_treatment,clustering,seed_strategy,max_slope,beta,max_slope_period,total_adoptions,adoption_exposure_events,cascade,treatment_label,giant_component_fraction,count_k,run_seed,target_mean_degree,rule,min_successful_digital,pi,variant,theta_mean,section_label,run_index,sigma_high,t50,network_generator,experiment,N,total_bankruptcies,pioneer_fraction,replacement_digital_rule,cascade_dynamic70,success_denominator,realised_edges,network_seed,family,theta_low,t90,realised_mean_degree,avg_path_length,pioneer_count
1000,homogeneous,,1,,true,17.193525136397056,calibration,0,A90,5,none,0.998,17,0.001,20,23,9.103103103103104,homogeneous,0.03636139339080017,random,0.303,0.7,22,1014,1014,true,homogeneous,1.0,1,1903653153,20,complex,0,,homogeneous,0.6,calibration,1,,22,watts_strogatz_rewire,experiment_K_calibration,1000,17,0.0,traditional_only,true,better,10000,7120,small_world,,23,20.0,2.661181181181181,0
1000,homogeneous,,1,,true,12.813541784082394,calibration,0,A90,4,none,0.982,12,0.001,20,17,9.103103103103104,homogeneous,0.03636139339080017,random,0.28800000000000003,0.7,17,992,992,true,homogeneous,1.0,1,1010549946,20,complex,0,,homogeneous,0.6,calibration,2,,16,watts_strogatz_rewire,experiment_K_calibration,1000,11,0.0,traditional_only,true,better,10000,7120,small_world,,17,20.0,2.661181181181181,0
1000,homogeneous,,1,,true,25.073516613468463,calibration,0,A90,4,none,0.997,19,0.001,20,25,9.103103103103104,homogeneous,0.03636139339080017,random,0.30899999999999994,0.7,24,1011,1011,true,homogeneous,1.0,1,432427874,20,complex,0,,homogeneous,0.6,calibration,3,,23,watts_strogatz_rewire,experiment_K_calibration,1000,15,0.0,traditional_only,true,better,10000,7120,small_world,,25,20.0,2.661181181181181,0
1000,homogeneous,,1,,true,29.999299957538053,calibration,0,A90,5,none,0.996,25,0.001,20,31,9.103103103103104,homogeneous,0.03636139339080017,random,0.29800000000000004,0.7,30,1009,1009,true,homogeneous,1.0,1,1555621,20,complex,0,,homogeneous,0.6,calibration,4,,30,watts_strogatz_rewire,experiment_K_calibration,1000,14,0.0,traditional_only,true,better,10000,7120,small_world,,31,20.0,2.661181181181181,0
1000,homogeneous,,1,,false,0.4071359453326561,calibration,0,stall,,none,0.0,,0.001,20,20,9.103103103103104,homogeneous,0.03636139339080017,random,0.0,0.7,1,0,0,false,homogeneous,1.0,1,1510474692,20,complex,0,,homogeneous,0.6,calibration,5,,,watts_strogatz_rewire,experiment_K_calibration,1000,1,0.0,traditional_only,false,better,10000,7120,small_world,,,20.0,2.661181181181181,0
1000,homogeneous,,1,,true,26.218453723595157,calibration,0,A90,3,none,0.999,18,0.001,20,23,9.103103103103104,homogeneous,0.03636139339080017,random,0.31599999999999995,0.7,22,1011,1011,true,homogeneous,1.0,1,1154611371,20,complex,0,,homogeneous,0.6,calibration,6,,21,watts_strogatz_rewire,experiment_K_calibration,1000,13,0.0,traditional_only,true,better,10000,7120,small_world,,23,20.0,2.661181181181181,0
1000,homogeneous,,1,,true,23.725628324741532,calibration,0,A90,4,none,0.994,28,0.001,20,33,9.103103103103104,homogeneous,0.03636139339080017,random,0.29,0.7,32,1011,1011,true,homogeneous,1.0,1,1286099885,20,complex,0,,homogeneous,0.6,calibration,7,,32,watts_strogatz_rewire,experiment_K_calibration,1000,18,0.0,traditional_only,true,better,10000,7120,small_world,,33,20.0,2.661181181181181,0
1000,homogeneous,,1,,true,21.053661545815537,calibration,0,A90,4,none,0.999,16,0.001,20,22,9.103103103103104,homogeneous,0.03636139339080017,random,0.31199999999999994,0.7,21,1011,1011,true,homogeneous,1.0,1,1308402266,20,complex,0,,homogeneous,0.6,calibration,8,,20,watts_strogatz_rewire,experiment_K_calibration,1000,13,0.0,traditional_only,true,better,10000,7120,small_world,,22,20.0,2.661181181181181,0
1000,homogeneous,,1,,true,16.113628171987187,calibration,0,A90,4,none,1.0,14,0.001,20,20,9.103103103103104,homogeneous,0.03636139339080017,random,0.32499999999999996,0.7,19,1023,1023,true,homogeneous,1.0,1,1669717257,20,complex,0,,homogeneous,0.6,calibration,9,,18,watts_strogatz_rewire,experiment_K_calibration,1000,24,0.0,traditional_only,true,better,10000,7120,small_world,,20,20.0,2.661181181181181,0
1000,homogeneous,,1,,true,20.641991982097647,calibration,0,A90,5,none,0.994,19,0.001,20,25,9.103103103103104,homogeneous,0.03636139339080017,random,0.29400000000000004,0.7,24,1010,1010,true,homogeneous,1.0,1,505808875,20,complex,0,,homogeneous,0.6,calibration,10,,24,watts_strogatz_rewire,experiment_K_calibration,1000,17,0.0,traditional_only,true,better,10000,7120,small_world,,25,20.0,2.661181181181181,0
1000,homogeneous,,1,,true,27.872579799224308,calibration,0,A90,4,none,0.94,40,0.001,20,45,9.103103103103104,homogeneous,0.03636139339080017,random,0.32399999999999995,0.7,45,953,953,true,homogeneous,1.0,1,721875575,20,complex,0,,homogeneous,0.6,calibration,11,,44,watts_strogatz_rewire,experiment_K_calibration,1000,14,0.0,traditional_only,true,better,10000,7120,small_world,,45,20.0,2.661181181181181,0
1000,homogeneous,,1,,true,28.00748394321219,calibration,0,A90,5,none,0.959,19,0.001,20,25,9.103103103103104,homogeneous,0.03636139339080017,random,0.30499999999999994,0.7,25,973,973,true,homogeneous,1.0,1,1673921155,20,complex,0,,homogeneous,0.6,calibration,12,,24,watts_strogatz_rewire,experiment_K_calibration,1000,15,0.0,traditional_only,true,better,10000,7120,small_world,,25,20.0,2.661181181181181,0
1000,homogeneous,,1,,true,11.616733788341124,calibration,0,A90,3,none,1.0,11,0.001,20,16,9.103103103103104,homogeneous,0.03636139339080017,random,0.31499999999999995,0.7,15,1022,1022,true,homogeneous,1.0,1,1048216233,20,complex,0,,homogeneous,0.6,calibration,13,,14,watts_strogatz_rewire,experiment_K_calibration,1000,23,0.0,traditional_only,true,better,10000,7120,small_world,,16,20.0,2.661181181181181,0
1000,homogeneous,,1,,true,14.574644737413283,calibration,0,A90,4,none,0.946,11,0.001,20,16,9.103103103103104,homogeneous,0.03636139339080017,random,0.32399999999999995,0.7,16,957,957,true,homogeneous,1.0,1,1792991142,20,complex,0,,homogeneous,0.6,calibration,14,,15,watts_strogatz_rewire,experiment_K_calibration,1000,12,0.0,traditional_only,true,better,10000,7120,small_world,,16,20.0,2.661181181181181,0
1000,homogeneous,,1,,true,24.026216227445225,calibration,0,A90,4,none,0.914,20,0.001,20,25,9.103103103103104,homogeneous,0.03636139339080017,random,0.32800000000000007,0.7,25,924,924,true,homogeneous,1.0,1,707399756,20,complex,0,,homogeneous,0.6,calibration,15,,24,watts_strogatz_rewire,experiment_K_calibration,1000,11,0.0,traditional_only,true,better,10000,7120,small_world,,25,20.0,2.661181181181181,0
1000,homogeneous,,1,,true,23.91648954064563,calibration,0,A90,5,none,0.998,21,0.001,20,27,9.103103103103104,homogeneous,0.03636139339080017,random,0.30300000000000005,0.7,26,1008,1008,true,homogeneous,1.0,1,1580481526,20,complex,0,,homogeneous,0.6,calibration,16,,26,watts_strogatz_rewire,experiment_K_calibration,1000,11,0.0,traditional_only,true,better,10000,7120,small_world,,27,20.0,2.661181181181181,0
1000,homogeneous,,1,,true,31.104745086896763,calibration,0,A90,4,none,0.955,23,0.001,20,28,9.103103103103104,homogeneous,0.03636139339080017,random,0.32299999999999995,0.7,28,964,964,true,homogeneous,1.0,1,1570438833,20,complex,0,,homogeneous,0.6,calibration,17,,27,watts_strogatz_rewire,experiment_K_calibration,1000,10,0.0,traditional_only,true,better,10000,7120,small_world,,28,20.0,2.661181181181181,0
1000,homogeneous,,1,,true,24.881301010424128,calibration,0,A90,4,none,0.999,17,0.001,20,23,9.103103103103104,homogeneous,0.03636139339080017,random,0.32499999999999996,0.7,22,1011,1011,true,homogeneous,1.0,1,843932060,20,complex,0,,homogeneous,0.6,calibration,18,,21,watts_strogatz_rewire,experiment_K_calibration,1000,13,0.0,traditional_only,true,better,10000,7120,small_world,,23,20.0,2.661181181181181,0
1000,homogeneous,,1,,true,16.98394739847498,calibration,0,A90,4,none,0.992,11,0.001,20,16,9.103103103103104,homogeneous,0.03636139339080017,random,0.288,0.7,15,1005,1005,true,homogeneous,1.0,1,442920521,20,complex,0,,homogeneous,0.6,calibration,19,,15,watts_strogatz_rewire,experiment_K_calibration,1000,14,0.0,traditional_only,true,better,10000,7120,small_world,,16,20.0,2.661181181181181,0
1000,homogeneous,,1,,true,31.356211138590936,calibration,0,A90,4,none,1.0,17,0.001,20,23,9.103103103103104,homogeneous,0.03636139339080017,random,0.31499999999999995,0.7,22,1015,1015,true,homogeneous,1.0,1,244907137,20,complex,0,,homogeneous,0.6,calibration,20,,21,watts_strogatz_rewire,experiment_K_calibration,1000,16,0.0,traditional_only,true,better,10000,7120,small_world,,23,20.0,2.661181181181181,0
1000,mixture_pi05,,1,,true,8.361977752631654,calibration,0,A90,4,random,0.937,7,0.001,20,12,9.103103103103104,mixture,0.03636139339080017,random,0.30100000000000005,0.7,12,942,942,true,mixture_pi05,1.0,1,412412293,20,complex,0,0.05,mixture_pi05,0.6,calibration,21,,11,watts_strogatz_rewire,experiment_K_calibration,1000,6,0.05,traditional_only,true,better,10000,7120,small_world,0.05,12,20.0,2.661181181181181,50
1000,mixture_pi05,,1,,true,8.388720267252472,calibration,0,A90,4,random,0.978,6,0.001,20,11,9.103103103103104,mixture,0.03636139339080017,random,0.26399999999999996,0.7,10,984,984,true,mixture_pi05,1.0,1,721106218,20,complex,0,0.05,mixture_pi05,0.6,calibration,22,,10,watts_strogatz_rewire,experiment_K_calibration,1000,7,0.05,traditional_only,true,better,10000,7120,small_world,0.05,11,20.0,2.661181181181181,50
1000,mixture_pi05,,1,,true,23.64792224578747,calibration,0,A90,4,random,0.955,16,0.001,20,21,9.103103103103104,mixture,0.03636139339080017,random,0.2929999999999999,0.7,21,962,962,true,mixture_pi05,1.0,1,2077736381,20,complex,0,0.05,mixture_pi05,0.6,calibration,23,,20,watts_strogatz_rewire,experiment_K_calibration,1000,8,0.05,traditional_only,true,better,10000,7120,small_world,0.05,21,20.0,2.661181181181181,50
1000,mixture_pi05,,1,,true,4.795593856397533,calibration,0,A90,3,random,1.0,6,0.001,20,11,9.103103103103104,mixture,0.03636139339080017,random,0.31199999999999994,0.7,10,1010,1010,true,mixture_pi05,1.0,1,792885575,20,complex,0,0.05,mixture_pi05,0.6,calibration,24,,9,watts_strogatz_rewire,experiment_K_calibration,1000,11,0.05,traditional_only,true,better,10000,7120,small_world,0.05,11,20.0,2.661181181181181,50
1000,mixture_pi05,,1,,true,14.634299033535905,calibration,0,A90,4,random,0.999,15,0.001,20,21,9.103103103103104,mixture,0.03636139339080017,random,0.30499999999999994,0.7,20,1010,1010,true,mixture_pi05,1.0,1,1268887457,20,complex,0,0.05,mixture_pi05,0.6,calibration,25,,19,watts_strogatz_rewire,experiment_K_calibration,1000,12,0.05,traditional_only,true,better,10000,7120,small_world,0.05,21,20.0,2.661181181181181,50
1000,mixture_pi05,,1,,true,6.567629106641016,calibration,0,A90,4,random,0.922,8,0.001,20,13,9.103103103103104,mixture,0.03636139339080017,random,0.31800000000000006,0.7,13,929,929,true,mixture_pi05,1.0,1,582899889,20,complex,0,0.05,mixture_pi05,0.6,calibration,26,,12,watts_strogatz_rewire,experiment_K_calibration,1000,8,0.05,traditional_only,true,better,10000,7120,small_world,0.05,13,20.0,2.661181181181181,50
1000,mixture_pi05,,1,,true,10.229476712663715,calibration,0,A90,3,random,1.0,9,0.001,20,14,9.103103103103104,mixture,0.03636139339080017,random,0.30199999999999994,0.7,13,1015,1015,true,mixture_pi05,1.0,1,1008076941,20,complex,0,0.05,mixture_pi05,0.6,calibration,27,,12,watts_strogatz_rewire,experiment_K_calibration,1000,16,0.05,traditional_only,true,better,10000,7120,small_world,0.05,14,20.0,2.661181181181181,50
1000,mixture_pi05,,1,,true,10.661827530759245,calibration,0,A90,4,random,0.967,9,0.001,20,14,9.103103103103104,mixture,0.03636139339080017,random,0.2799999999999999,0.7,14,980,980,true,mixture_pi05,1.0,1,287866478,20,complex,0,0.05,mixture_pi05,0.6,calibration,28,,13,watts_strogatz_rewire,experiment_K_calibration,1000,14,0.05,traditional_only,true,better,10000,7120,small_world,0.05,14,20.0,2.661181181181181,50
1000,mixture_pi05,,1,,true,6.897993434761567,calibration,0,A90,4,random,0.991,6,0.001,20,11,9.103103103103104,mixture,0.03636139339080017,random,0.277,0.7,10,996,996,true,mixture_pi05,1.0,1,1991135860,20,complex,0,0.05,mixture_pi05,0.6,calibration,29,,10,watts_strogatz_rewire,experiment_K_calibration,1000,6,0.05,traditional_only,true,better,10000,7120,small_world,0.05,11,20.0,2.661181181181181,50
1000,mixture_pi05,,1,,true,15.623015843338784,calibration,0,A90,4,random,0.908,9,0.001,20,14,9.103103103103104,mixture,0.03636139339080017,random,0.30100000000000005,0.7,14,919,919,true,mixture_pi05,1.0,1,728404294,20,complex,0,0.05,mixture_pi05,0.6,calibration,30,,13,watts_strogatz_rewire,experiment_K_calibration,1000,12,0.05,traditional_only,true,better,10000,7120,small_world,0.05,14,20.0,2.661181181181181,50
1000,mixture_pi05,,1,,true,7.698474900174888,calibration,0,A90,4,random,0.998,8,0.001,20,14,9.103103103103104,mixture,0.03636139339080017,random,0.2829999999999999,0.7,13,1017,1017,true,mixture_pi05,1.0,1,1758334218,20,complex,0,0.05,mixture_pi05,0.6,calibration,31,,12,watts_strogatz_rewire,experiment_K_calibration,1000,20,0.05,traditional_only,true,better,10000,7120,small_world,0.05,14,20.0,2.661181181181181,50
1000,mixture_pi05,,1,,true,9.664587567480952,calibration,0,A90,4,random,0.932,6,0.001,20,11,9.103103103103104,mixture,0.03636139339080017,random,0.30500000000000005,0.7,11,939,939,true,mixture_pi05,1.0,1,326770948,20,complex,0,0.05,mixture_pi05,0.6,calibration,32,,10,watts_strogatz_rewire,experiment_K_calibration,1000,8,0.05,traditional_only,true,better,10000,7120,small_world,0.05,11,20.0,2.661181181181181,50
1000,mixture_pi05,,1,,true,14.650174981662076,calibration,0,A90,4,random,0.926,6,0.001,20,11,9.103103103103104,mixture,0.03636139339080017,random,0.28900000000000003,0.7,11,936,936,true,mixture_pi05,1.0,1,1069297065,20,complex,0,0.05,mixture_pi05,0.6,calibration,33,,10,watts_strogatz_rewire,experiment_K_calibration,1000,11,0.05,traditional_only,true,better,10000,7120,small_world,0.05,11,20.0,2.661181181181181,50
1000,mixture_pi05,,1,,true,5.629719808812051,calibration,0,A90,3,random,0.998,7,0.001,20,12,9.103103103103104,mixture,0.03636139339080017,random,0.29699999999999993,0.7,11,1009,1009,true,mixture_pi05,1.0,1,1012253035,20,complex,0,0.05,mixture_pi05,0.6,calibration,34,,10,watts_strogatz_rewire,experiment_K_calibration,1000,12,0.05,traditional_only,true,better,10000,7120,small_world,0.05,12,20.0,2.661181181181181,50
1000,mixture_pi05,,1,,true,9.227906655095632,calibration,0,A90,3,random,1.0,8,0.001,20,13,9.103103103103104,mixture,0.03636139339080017,random,0.29300000000000004,0.7,12,1013,1013,true,mixture_pi05,1.0,1,707125943,20,complex,0,0.05,mixture_pi05,0.6,calibration,35,,11,watts_strogatz_rewire,experiment_K_calibration,1000,14,0.05,traditional_only,true,better,10000,7120,small_world,0.05,13,20.0,2.661181181181181,50
1000,mixture_pi05,,1,,true,9.297873178027375,calibration,0,A90,4,random,0.999,7,0.001,20,13,9.103103103103104,mixture,0.03636139339080017,random,0.31000000000000005,0.7,12,1018,1018,true,mixture_pi05,1.0,1,1946431266,20,complex,0,0.05,mixture_pi05,0.6,calibration,36,,11,watts_strogatz_rewire,experiment_K_calibration,1000,20,0.05,traditional_only,true,better,10000,7120,small_world,0.05,13,20.0,2.661181181181181,50
1000,mixture_pi05,,1,,false,0.4021611610702029,calibration,0,stall,,random,0.0,,0.001,20,20,9.103103103103104,mixture,0.03636139339080017,random,0.0,0.7,1,0,0,false,mixture_pi05,1.0,1,1677810874,20,complex,0,0.05,mixture_pi05,0.6,calibration,37,,,watts_strogatz_rewire,experiment_K_calibration,1000,1,0.05,traditional_only,false,better,10000,7120,small_world,0.05,,20.0,2.661181181181181,50
1000,mixture_pi05,,1,,true,25.419087339220276,calibration,0,A90,3,random,0.996,16,0.001,20,21,9.103103103103104,mixture,0.03636139339080017,random,0.28700000000000003,0.7,20,1002,1002,true,mixture_pi05,1.0,1,1093966632,20,complex,0,0.05,mixture_pi05,0.6,calibration,38,,19,watts_strogatz_rewire,experiment_K_calibration,1000,7,0.05,traditional_only,true,better,10000,7120,small_world,0.05,21,20.0,2.661181181181181,50
1000,mixture_pi05,,1,,true,9.259379190237928,calibration,0,A90,3,random,0.998,7,0.001,20,12,9.103103103103104,mixture,0.03636139339080017,random,0.29799999999999993,0.7,11,1017,1017,true,mixture_pi05,1.0,1,423147688,20,complex,0,0.05,mixture_pi05,0.6,calibration,39,,10,watts_strogatz_rewire,experiment_K_calibration,1000,20,0.05,traditional_only,true,better,10000,7120,small_world,0.05,12,20.0,2.661181181181181,50
1000,mixture_pi05,,1,,true,13.194791958666976,calibration,0,A90,3,random,1.0,9,0.001,20,14,9.103103103103104,mixture,0.03636139339080017,random,0.31499999999999995,0.7,13,1014,1014,true,mixture_pi05,1.0,1,410233245,20,complex,0,0.05,mixture_pi05,0.6,calibration,40,,12,watts_strogatz_rewire,experiment_K_calibration,1000,15,0.05,traditional_only,true,better,10000,7120,small_world,0.05,14,20.0,2.661181181181181,50
1000,homogeneous,,3,,true,15.346307383387387,calibration,0,A90,4,none,0.97,8,0.003,20,13,9.103103103103104,homogeneous,0.03636139339080017,random,0.30899999999999994,0.7,13,977,977,true,homogeneous,1.0,1,821072566,20,complex,0,,homogeneous,0.6,calibration,41,,12,watts_strogatz_rewire,experiment_K_calibration,1000,10,0.0,traditional_only,true,better,10000,7120,small_world,,13,20.0,2.661181181181181,0
1000,homogeneous,,3,,true,8.878892227744918,calibration,0,A90,4,none,0.974,8,0.003,20,13,9.103103103103104,homogeneous,0.03636139339080017,random,0.2909999999999999,0.7,13,978,978,true,homogeneous,1.0,1,2138986116,20,complex,0,,homogeneous,0.6,calibration,42,,12,watts_strogatz_rewire,experiment_K_calibration,1000,7,0.0,traditional_only,true,better,10000,7120,small_world,,13,20.0,2.661181181181181,0
1000,homogeneous,,3,,true,12.831698540104492,calibration,0,A90,5,none,0.996,11,0.003,20,17,9.103103103103104,homogeneous,0.03636139339080017,random,0.30000000000000004,0.7,16,1007,1007,true,homogeneous,1.0,1,1214801026,20,complex,0,,homogeneous,0.6,calibration,43,,16,watts_strogatz_rewire,experiment_K_calibration,1000,14,0.0,traditional_only,true,better,10000,7120,small_world,,17,20.0,2.661181181181181,0
1000,homogeneous,,3,,true,18.394637866013735,calibration,0,A90,3,none,1.0,10,0.003,20,15,9.103103103103104,homogeneous,0.03636139339080017,random,0.31599999999999995,0.7,14,1006,1006,true,homogeneous,1.0,1,1548772367,20,complex,0,,homogeneous,0.6,calibration,44,,13,watts_strogatz_rewire,experiment_K_calibration,1000,9,0.0,traditional_only,true,better,10000,7120,small_world,,15,20.0,2.661181181181181,0
1000,homogeneous,,3,,true,12.460085628223743,calibration,0,A90,4,none,0.989,8,0.003,20,13,9.103103103103104,homogeneous,0.03636139339080017,random,0.288,0.7,12,997,997,true,homogeneous,1.0,1,1270973010,20,complex,0,,homogeneous,0.6,calibration,45,,12,watts_strogatz_rewire,experiment_K_calibration,1000,11,0.0,traditional_only,true,better,10000,7120,small_world,,13,20.0,2.661181181181181,0
1000,homogeneous,,3,,true,13.413977055700126,calibration,0,A90,3,none,0.964,10,0.003,20,14,9.103103103103104,homogeneous,0.03636139339080017,random,0.30099999999999993,0.7,14,971,971,true,homogeneous,1.0,1,290062124,20,complex,0,,homogeneous,0.6,calibration,46,,13,watts_strogatz_rewire,experiment_K_calibration,1000,10,0.0,traditional_only,true,better,10000,7120,small_world,,14,20.0,2.661181181181181,0
1000,homogeneous,,3,,true,16.460848141252498,calibration,0,A90,4,none,1.0,11,0.003,20,17,9.103103103103104,homogeneous,0.03636139339080017,random,0.31899999999999995,0.7,16,1009,1009,true,homogeneous,1.0,1,557432083,20,complex,0,,homogeneous,0.6,calibration,47,,15,watts_strogatz_rewire,experiment_K_calibration,1000,12,0.0,traditional_only,true,better,10000,7120,small_world,,17,20.0,2.661181181181181,0
1000,homogeneous,,3,,true,13.362804789528859,calibration,0,A90,4,none,1.0,10,0.003,20,16,9.103103103103104,homogeneous,0.03636139339080017,random,0.31700000000000006,0.7,15,1009,1009,true,homogeneous,1.0,1,1786187481,20,complex,0,,homogeneous,0.6,calibration,48,,14,watts_strogatz_rewire,experiment_K_calibration,1000,12,0.0,traditional_only,true,better,10000,7120,small_world,,16,20.0,2.661181181181181,0
1000,homogeneous,,3,,true,8.970027924088077,calibration,0,A90,4,none,0.956,8,0.003,20,13,9.103103103103104,homogeneous,0.03636139339080017,random,0.32699999999999996,0.7,13,963,963,true,homogeneous,1.0,1,389683879,20,complex,0,,homogeneous,0.6,calibration,49,,12,watts_strogatz_rewire,experiment_K_calibration,1000,10,0.0,traditional_only,true,better,10000,7120,small_world,,13,20.0,2.661181181181181,0
1000,homogeneous,,3,,true,7.8183613494579145,calibration,0,A90,4,none,1.0,9,0.003,20,15,9.103103103103104,homogeneous,0.03636139339080017,random,0.33399999999999996,0.7,14,1005,1005,true,homogeneous,1.0,1,1411638424,20,complex,0,,homogeneous,0.6,calibration,50,,13,watts_strogatz_rewire,experiment_K_calibration,1000,8,0.0,traditional_only,true,better,10000,7120,small_world,,15,20.0,2.661181181181181,0
1000,homogeneous,,3,,true,16.675026779744183,calibration,0,A90,4,none,0.999,9,0.003,20,15,9.103103103103104,homogeneous,0.03636139339080017,random,0.32799999999999996,0.7,14,1021,1021,true,homogeneous,1.0,1,246928976,20,complex,0,,homogeneous,0.6,calibration,51,,13,watts_strogatz_rewire,experiment_K_calibration,1000,25,0.0,traditional_only,true,better,10000,7120,small_world,,15,20.0,2.661181181181181,0
1000,homogeneous,,3,,true,11.477131458682996,calibration,0,A90,4,none,0.998,9,0.003,20,14,9.103103103103104,homogeneous,0.03636139339080017,random,0.29900000000000004,0.7,13,1008,1008,true,homogeneous,1.0,1,2126362711,20,complex,0,,homogeneous,0.6,calibration,52,,13,watts_strogatz_rewire,experiment_K_calibration,1000,13,0.0,traditional_only,true,better,10000,7120,small_world,,14,20.0,2.661181181181181,0
1000,homogeneous,,3,,true,21.42316224027763,calibration,0,A90,5,none,0.984,16,0.003,20,22,9.103103103103104,homogeneous,0.03636139339080017,random,0.281,0.7,22,991,991,true,homogeneous,1.0,1,1461438040,20,complex,0,,homogeneous,0.6,calibration,53,,21,watts_strogatz_rewire,experiment_K_calibration,1000,10,0.0,traditional_only,true,better,10000,7120,small_world,,22,20.0,2.661181181181181,0
1000,homogeneous,,3,,true,21.471512778712125,calibration,0,A90,4,none,1.0,13,0.003,20,19,9.103103103103104,homogeneous,0.03636139339080017,random,0.31899999999999995,0.7,18,1015,1015,true,homogeneous,1.0,1,2128671603,20,complex,0,,homogeneous,0.6,calibration,54,,17,watts_strogatz_rewire,experiment_K_calibration,1000,18,0.0,traditional_only,true,better,10000,7120,small_world,,19,20.0,2.661181181181181,0
1000,homogeneous,,3,,true,11.646091379297262,calibration,0,A90,4,none,0.989,9,0.003,20,14,9.103103103103104,homogeneous,0.03636139339080017,random,0.274,0.7,14,999,999,true,homogeneous,1.0,1,974188556,20,complex,0,,homogeneous,0.6,calibration,55,,13,watts_strogatz_rewire,experiment_K_calibration,1000,13,0.0,traditional_only,true,better,10000,7120,small_world,,14,20.0,2.661181181181181,0
1000,homogeneous,,3,,true,15.003978394393604,calibration,0,A90,5,none,0.998,13,0.003,20,19,9.103103103103104,homogeneous,0.03636139339080017,random,0.29900000000000004,0.7,18,1015,1015,true,homogeneous,1.0,1,558721838,20,complex,0,,homogeneous,0.6,calibration,56,,18,watts_strogatz_rewire,experiment_K_calibration,1000,20,0.0,traditional_only,true,better,10000,7120,small_world,,19,20.0,2.661181181181181,0
1000,homogeneous,,3,,true,8.362675097785656,calibration,0,A90,4,none,0.997,10,0.003,20,15,9.103103103103104,homogeneous,0.03636139339080017,random,0.30600000000000005,0.7,14,1011,1011,true,homogeneous,1.0,1,295161071,20,complex,0,,homogeneous,0.6,calibration,57,,14,watts_strogatz_rewire,experiment_K_calibration,1000,17,0.0,traditional_only,true,better,10000,7120,small_world,,15,20.0,2.661181181181181,0
1000,homogeneous,,3,,true,18.64464447600598,calibration,0,A90,4,none,0.945,8,0.003,20,13,9.103103103103104,homogeneous,0.03636139339080017,random,0.33099999999999996,0.7,13,946,946,true,homogeneous,1.0,1,1271175087,20,complex,0,,homogeneous,0.6,calibration,58,,12,watts_strogatz_rewire,experiment_K_calibration,1000,4,0.0,traditional_only,true,better,10000,7120,small_world,,13,20.0,2.661181181181181,0
1000,homogeneous,,3,,true,23.583506478774954,calibration,0,A90,4,none,0.931,13,0.003,20,18,9.103103103103104,homogeneous,0.03636139339080017,random,0.32000000000000006,0.7,18,932,932,true,homogeneous,1.0,1,1314332443,20,complex,0,,homogeneous,0.6,calibration,59,,17,watts_strogatz_rewire,experiment_K_calibration,1000,4,0.0,traditional_only,true,better,10000,7120,small_world,,18,20.0,2.661181181181181,0
1000,homogeneous,,3,,true,12.721639440332806,calibration,0,A90,5,none,0.996,9,0.003,20,15,9.103103103103104,homogeneous,0.03636139339080017,random,0.30600000000000005,0.7,14,1007,1007,true,homogeneous,1.0,1,1994928083,20,complex,0,,homogeneous,0.6,calibration,60,,14,watts_strogatz_rewire,experiment_K_calibration,1000,14,0.0,traditional_only,true,better,10000,7120,small_world,,15,20.0,2.661181181181181,0
1000,mixture_pi05,,3,,true,4.219877020361642,calibration,0,A90,4,random,0.956,5,0.003,20,10,9.103103103103104,mixture,0.03636139339080017,random,0.2879999999999999,0.7,10,964,964,true,mixture_pi05,1.0,1,130683352,20,complex,0,0.05,mixture_pi05,0.6,calibration,61,,9,watts_strogatz_rewire,experiment_K_calibration,1000,11,0.05,traditional_only,true,better,10000,7120,small_world,0.05,10,20.0,2.661181181181181,50
1000,mixture_pi05,,3,,true,7.230477346480088,calibration,0,A90,4,random,0.913,5,0.003,20,10,9.103103103103104,mixture,0.03636139339080017,random,0.30300000000000005,0.7,10,918,918,true,mixture_pi05,1.0,1,468747010,20,complex,0,0.05,mixture_pi05,0.6,calibration,62,,9,watts_strogatz_rewire,experiment_K_calibration,1000,8,0.05,traditional_only,true,better,10000,7120,small_world,0.05,10,20.0,2.661181181181181,50
1000,mixture_pi05,,3,,true,7.8575619736434446,calibration,0,A90,4,random,0.981,5,0.003,20,10,9.103103103103104,mixture,0.03636139339080017,random,0.258,0.7,9,998,998,true,mixture_pi05,1.0,1,2015410220,20,complex,0,0.05,mixture_pi05,0.6,calibration,63,,9,watts_strogatz_rewire,experiment_K_calibration,1000,20,0.05,traditional_only,true,better,10000,7120,small_world,0.05,10,20.0,2.661181181181181,50
1000,mixture_pi05,,3,,true,8.063079678786194,calibration,0,A90,3,random,0.921,6,0.003,20,10,9.103103103103104,mixture,0.03636139339080017,random,0.30000000000000004,0.7,10,927,927,true,mixture_pi05,1.0,1,639615578,20,complex,0,0.05,mixture_pi05,0.6,calibration,64,,9,watts_strogatz_rewire,experiment_K_calibration,1000,9,0.05,traditional_only,true,better,10000,7120,small_world,0.05,10,20.0,2.661181181181181,50
