section,section_label,k,beta,rule,variant,variant_label,success_denominator,min_successful_digital,count_k,threshold_treatment,treatment_label,theta_mean,pi,seed_strategy,pioneer_strategy,replacement_digital_rule,cascade_prob,final_adoption_median,final_adoption_p05,final_adoption_p95,t10_median,t10_p05,t10_p95,t50_median,t50_p05,t50_p95,t90_median,t90_p05,t90_p95,transition_time_median,transition_time_p05,transition_time_p95,max_slope_median,max_slope_p05,max_slope_p95,n_runs,cascade_prob_ci_low,cascade_prob_ci_high
K_P_placement,K-P placement,20,0.7,complex,seed_hub_bridge_pioneer_clustered,seed=hub_bridge; pioneer=clustered,better,0,1,mixture,mixture pi=5%,0.95,0.05,hub_bridge,clustered,traditional_only,1.0,0.9105000000000001,0.6129,0.9241,6.0,5.0,9.0,23.0,18.0,34.05,40.0,31.0,74.6,17.0,12.95,26.0,0.039999999999999994,0.03395,0.046,80,0.954180263735425,1.0
K_P_placement,K-P placement,20,0.7,complex,seed_hub_bridge_pioneer_hub_bridge,seed=hub_bridge; pioneer=hub_bridge,better,0,1,mixture,mixture pi=5%,0.95,0.05,hub_bridge,hub_bridge,traditional_only,0.975,0.907,0.6215499999999999,0.92005,7.0,6.0,11.0,22.0,17.0,31.14999999999999,44.0,29.0,86.99999999999996,14.0,10.85,22.14999999999999,0.04000000000000002,0.030900000000000028,0.04899999999999999,80,0.9133539994467789,0.9931172511018748
K_P_placement,K-P placement,20,0.7,complex,seed_hub_bridge_pioneer_random,seed=hub_bridge; pioneer=random,better,0,1,mixture,mixture pi=5%,0.95,0.05,hub_bridge,random,traditional_only,1.0,0.906,0.59515,0.92305,8.0,6.0,10.0,25.0,19.0,38.05,42.0,32.0,73.1,17.0,13.0,28.049999999999997,0.03700000000000003,0.027949999999999968,0.04400000000000004,80,0.954180263735425,1.0
K_P_placement,K-P placement,20,0.7,complex,seed_random_pioneer_clustered,seed=random; pioneer=clustered,better,0,1,mixture,mixture pi=5%,0.95,0.05,random,clustered,traditional_only,0.925,0.908,0.47220000000000006,0.9201,6.5,5.0,11.0,24.0,18.75,41.25,44.0,31.0,81.0,18.0,13.0,32.25,0.03899999999999998,0.02755,0.048999999999999995,80,0.8458779990261992,0.9651752251489122
K_P_placement,K-P placement,20,0.7,complex,seed_random_pioneer_hub_bridge,seed=random; pioneer=hub_bridge,better,0,1,mixture,mixture pi=5%,0.95,0.05,random,hub_bridge,traditional_only,1.0,0.9055,0.5862999999999999,0.922,7.0,6.0,14.049999999999997,22.0,17.0,34.19999999999999,38.5,29.0,77.94999999999999,15.0,11.0,25.0,0.03999999999999999,0.033,0.049000000000000044,80,0.954180263735425,1.0
K_P_placement,K-P placement,20,0.7,complex,seed_random_pioneer_random,seed=random; pioneer=random,better,0,1,mixture,mixture pi=5%,0.95,0.05,random,random,traditional_only,0.9625,0.9045000000000001,0.55345,0.92105,9.0,6.0,14.149999999999991,25.0,20.0,48.39999999999998,43.0,32.0,74.29999999999998,17.0,12.0,36.0,0.037,0.026999999999999993,0.04404999999999993,80,0.8954510802560568,0.9871656636992113
K_P_placement,K-P placement,50,0.7,complex,seed_clustered_pioneer_clustered,seed=clustered; pioneer=clustered,better,0,1,mixture,mixture pi=5%,0.95,0.05,clustered,clustered,traditional_only,0.9875,0.903,0.9,0.908,7.0,5.9,10.0,34.0,30.0,39.099999999999994,72.0,65.0,81.1,27.0,24.0,30.099999999999994,0.031,0.02500000000000001,0.03900000000000001,80,0.9325356757603457,0.9977900813816939
K_P_placement,K-P placement,50,0.7,complex,seed_clustered_pioneer_hub_bridge,seed=clustered; pioneer=hub_bridge,better,0,1,mixture,mixture pi=5%,0.95,0.05,clustered,hub_bridge,traditional_only,0.975,0.904,0.9,0.9091,8.0,6.0,11.149999999999991,33.0,30.0,37.14999999999999,71.0,65.85,78.14999999999999,25.0,23.0,28.0,0.028000000000000004,0.022949999999999995,0.033,80,0.9133539994467789,0.9931172511018748
K_P_placement,K-P placement,50,0.7,complex,seed_clustered_pioneer_random,seed=clustered; pioneer=random,better,0,1,mixture,mixture pi=5%,0.95,0.05,clustered,random,traditional_only,0.9625,0.903,0.9,0.908,8.0,6.0,12.0,34.0,31.0,42.099999999999994,73.0,65.0,82.0,26.0,24.0,31.19999999999999,0.025500000000000002,0.02194999999999999,0.032,80,0.8954510802560568,0.9871656636992113
K_P_placement,K-P placement,50,0.7,complex,seed_hub_bridge_pioneer_clustered,seed=hub_bridge; pioneer=clustered,better,0,1,mixture,mixture pi=5%,0.95,0.05,hub_bridge,clustered,traditional_only,0.9625,0.903,0.9,0.90905,7.0,5.95,8.0,33.0,31.0,42.05,70.0,64.85,79.0,27.0,24.0,33.14999999999999,0.032,0.02495,0.039,80,0.8954510802560568,0.9871656636992113
K_P_placement,K-P placement,50,0.7,complex,seed_hub_bridge_pioneer_hub_bridge,seed=hub_bridge; pioneer=hub_bridge,better,0,1,mixture,mixture pi=5%,0.95,0.05,hub_bridge,hub_bridge,traditional_only,1.0,0.903,0.9,0.91,7.0,5.0,10.0,32.0,30.0,36.05,69.0,63.95,76.05,25.0,23.95,28.049999999999997,0.028000000000000008,0.02300000000000002,0.0351,80,0.954180263735425,1.0
K_P_placement,K-P placement,50,0.7,complex,seed_hub_bridge_pioneer_random,seed=hub_bridge; pioneer=random,better,0,1,mixture,mixture pi=5%,0.95,0.05,hub_bridge,random,traditional_only,0.9875,0.9045000000000001,0.9,0.911,7.0,6.0,11.0,33.0,31.0,42.099999999999994,72.0,65.0,80.29999999999998,26.0,24.0,31.099999999999994,0.027000000000000003,0.021999999999999992,0.033049999999999996,80,0.9325356757603457,0.9977900813816939
K_P_placement,K-P placement,50,0.7,complex,seed_random_pioneer_clustered,seed=random; pioneer=clustered,better,0,1,mixture,mixture pi=5%,0.95,0.05,random,clustered,traditional_only,0.975,0.904,0.9,0.91,7.0,6.0,9.099999999999994,33.0,30.0,45.099999999999994,71.0,65.0,83.14999999999999,26.0,24.0,37.099999999999994,0.032,0.024000000000000007,0.039,80,0.9133539994467789,0.9931172511018748
K_P_placement,K-P placement,50,0.7,complex,seed_random_pioneer_hub_bridge,seed=random; pioneer=hub_bridge,better,0,1,mixture,mixture pi=5%,0.95,0.05,random,hub_bridge,traditional_only,0.9875,0.9035,0.9,0.911,7.0,6.0,10.0,32.0,30.0,37.099999999999994,69.0,62.900000000000006,77.0,25.0,23.0,28.0,0.028999999999999998,0.02400000000000002,0.03405,80,0.9325356757603457,0.9977900813816939
K_P_placement,K-P placement,50,0.7,complex,seed_random_pioneer_random,seed=random; pioneer=random,better,0,1,mixture,mixture pi=5%,0.95,0.05,random,random,traditional_only,0.9875,0.903,0.9,0.91,8.0,6.0,12.0,34.5,32.0,43.099999999999994,73.0,65.95,84.14999999999999,26.0,24.0,32.099999999999994,0.026000000000000002,0.02100000000000002,0.032999999999999995,80,0.9325356757603457,0.9977900813816939
