slope_min,comparison,n_runs,final_cutoff,cascade_prob_ci_low,source_experiment,transition_window,cascade_prob,cascade_prob_ci_high
0.01,F robustness_axis=update_schedule digital_growth_sd=1.0 update_schedule=synchronous,250,0.5,0.562505575124048,robustness,45,0.624,0.6817412307580455
0.01,F robustness_axis=update_schedule digital_growth_sd=1.0 update_schedule=asynchronous,250,0.5,0.741745270603991,robustness,45,0.796,0.841295491824232
0.01,F robustness_axis=return_distribution digital_growth_sd=1.0 return_distribution_sweep=normal,250,0.5,0.5341642139406014,robustness,45,0.596,0.6549300873874709
0.01,F robustness_axis=return_distribution digital_growth_sd=1.0 return_distribution_sweep=truncated_normal,250,0.5,0.8248867899270436,robustness,45,0.872,0.9078536277192366
0.01,F robustness_axis=return_distribution digital_growth_sd=1.0 return_distribution_sweep=lognormal,250,0.5,0.8474265111015622,robustness,45,0.892,0.9247085526547332
0.01,F robustness_axis=performance_benchmark digital_growth_sd=1.0 performance_benchmark_sweep=own,250,0.5,0.4980198439170467,robustness,45,0.56,0.6201640944129987
0.01,F robustness_axis=performance_benchmark digital_growth_sd=1.0 performance_benchmark_sweep=mean,50,0.5,0.9286499658256813,robustness,45,1.0,1.0
0.01,F robustness_axis=performance_benchmark digital_growth_sd=1.0 performance_benchmark_sweep=median,50,0.5,0.0,robustness,45,0.0,0.07135003417431873
0.01,F robustness_axis=performance_benchmark digital_growth_sd=1.0 performance_benchmark_sweep=p75,50,0.5,0.9286499658256813,robustness,45,1.0,1.0
0.01,F robustness_axis=abandonment digital_growth_sd=1.0 abandonment_sweep=absorbing,250,0.5,0.5665711761893972,robustness,45,0.628,0.6855545589146992
0.01,F robustness_axis=abandonment digital_growth_sd=1.0 abandonment_sweep=nonabsorbing,250,0.5,0.5341642139406014,robustness,45,0.596,0.6549300873874709
0.015,A hazard,50,0.5,0.0,expA,45,0.0,0.07135003417431873
0.015,A frequency-based,50,0.5,0.0,expA,45,0.0,0.07135003417431873
0.015,A success-based,1000,0.5,0.9897602795701941,expA,45,0.996,0.9984434370321067
0.015,B small_world beta=0.001 m=missing,50,0.5,0.0,expB,45,0.0,0.07135003417431873
0.015,B small_world beta=0.005 m=missing,50,0.5,0.0,expB,45,0.0,0.07135003417431873
0.015,B small_world beta=0.01 m=missing,50,0.5,0.0,expB,45,0.0,0.07135003417431873
0.015,B small_world beta=0.05 m=missing,50,0.5,0.0,expB,45,0.0,0.07135003417431873
0.015,B small_world beta=0.1 m=missing,50,0.5,0.0,expB,45,0.0,0.07135003417431873
0.015,B small_world beta=0.2 m=missing,50,0.5,0.020614596364630478,expB,45,0.06,0.16217343370877002
0.015,B small_world beta=0.4 m=missing,1000,0.5,0.6097656739752435,expB,45,0.64,0.6691627944205671
0.015,B small_world beta=0.7 m=missing,250,0.5,0.8428899288546563,expB,45,0.888,0.9213662056796359
0.015,B small_world beta=1.0 m=missing,50,0.5,0.8378265662912299,expB,45,0.94,0.9793854036353695
0.015,B power_law beta=missing m=2,250,0.5,0.5140438113999315,expB,45,0.576,0.6356558438181257
0.015,B degree_matched_random beta=missing m=2,50,0.5,0.8378265662912299,expB,45,0.94,0.9793854036353695
0.015,B power_law beta=missing m=3,50,0.5,0.9286499658256813,expB,45,1.0,1.0
0.015,B degree_matched_random beta=missing m=3,50,0.5,0.8950431352816304,expB,45,0.98,0.9964608319110235
0.015,B power_law beta=missing m=5,1000,0.5,0.9961731014136095,expB,45,1.0,1.0
0.015,B degree_matched_random beta=missing m=5,50,0.5,0.8653966212204534,expB,45,0.96,0.9889613473391734
0.015,B power_law beta=missing m=8,50,0.5,0.9286499658256813,expB,45,1.0,1.0
0.015,B degree_matched_random beta=missing m=8,50,0.5,0.8116149745493629,expB,45,0.92,0.9684509967442093
0.015,B power_law beta=missing m=12,50,0.5,0.9286499658256813,expB,45,1.0,1.0
0.015,B degree_matched_random beta=missing m=12,250,0.5,0.9033762972146848,expB,45,0.94,0.9633059172056464
0.015,C homogeneous beta=0.4 vary=false,1000,0.5,0.3035031247681872,expC,45,0.332,0.3617827131568402
0.015,C lower_mean beta=0.4 vary=false,1000,0.5,0.434278558838385,expC,45,0.465,0.49598932406266244
0.015,C higher_variance beta=0.4 vary=false,1000,0.5,0.9869716557675544,expC,45,0.994,0.9972473684290918
0.015,C mixture pi=0.01 beta=0.4 vary=false,250,0.5,0.47013005664920066,expC,45,0.532,0.5929013771268234
0.015,C mixture pi=0.03 beta=0.4 vary=false,250,0.5,0.6822851203436464,expC,45,0.74,0.7904506329765344
0.015,C mixture pi=0.05 beta=0.4 vary=false,1000,0.5,0.9135849276398866,expC,45,0.931,0.945116285778645
0.015,C mixture pi=0.1 beta=0.4 vary=false,50,0.5,0.8950431352816304,expC,45,0.98,0.9964608319110235
0.015,C mixture pi=0.01 beta=0.05 vary=true,50,0.5,0.0,expC,45,0.0,0.07135003417431873
0.015,C mixture pi=0.03 beta=0.05 vary=true,50,0.5,0.0,expC,45,0.0,0.07135003417431873
0.015,C mixture pi=0.05 beta=0.05 vary=true,50,0.5,0.0,expC,45,0.0,0.07135003417431873
0.015,C mixture pi=0.1 beta=0.05 vary=true,50,0.5,0.0,expC,45,0.0,0.07135003417431873
0.015,C mixture pi=0.01 beta=0.1 vary=true,50,0.5,0.0,expC,45,0.0,0.07135003417431873
0.015,C mixture pi=0.03 beta=0.1 vary=true,50,0.5,0.0,expC,45,0.0,0.07135003417431873
0.015,C mixture pi=0.05 beta=0.1 vary=true,50,0.5,0.0,expC,45,0.0,0.07135003417431873
0.015,C mixture pi=0.1 beta=0.1 vary=true,50,0.5,0.0035391680889764604,expC,45,0.02,0.10495686471836953
0.015,C mixture pi=0.01 beta=0.2 vary=true,50,0.5,0.0035391680889764604,expC,45,0.02,0.10495686471836953
0.015,C mixture pi=0.03 beta=0.2 vary=true,250,0.5,0.08536266215857913,expC,45,0.12,0.16613906175113463
0.015,C mixture pi=0.05 beta=0.2 vary=true,250,0.5,0.3489166372875682,expC,45,0.408,0.4698679906063625
0.015,C mixture pi=0.1 beta=0.2 vary=true,250,0.5,0.37595699605403504,expC,45,0.436,0.49798013639391675
0.015,C mixture pi=0.01 beta=0.4 vary=true,250,0.5,0.3914963575347428,expC,45,0.452,0.513956491801221
0.015,C mixture pi=0.03 beta=0.4 vary=true,250,0.5,0.7374548978246092,expC,45,0.792,0.8377069353816109
0.015,C mixture pi=0.05 beta=0.4 vary=true,250,0.5,0.9033762972146848,expC,45,0.94,0.9633059172056464
0.015,C mixture pi=0.1 beta=0.4 vary=true,50,0.5,0.8950431352816304,expC,45,0.98,0.9964608319110235
0.015,C mixture pi=0.01 beta=0.7 vary=true,250,0.5,0.6822851203436464,expC,45,0.74,0.7904506329765344
0.015,C mixture pi=0.03 beta=0.7 vary=true,250,0.5,0.8428899288546563,expC,45,0.888,0.9213662056796359
0.015,C mixture pi=0.05 beta=0.7 vary=true,50,0.5,0.9286499658256813,expC,45,1.0,1.0
0.015,C mixture pi=0.1 beta=0.7 vary=true,50,0.5,0.9286499658256813,expC,45,1.0,1.0
0.015,D small_world seed=random,250,0.5,0.5301320093936375,expD,45,0.592,0.6510833627124317
0.015,D power_law seed=random,250,0.5,0.27655293258546276,expD,45,0.332,0.39253204009041076
0.015,D small_world seed=high_degree,250,0.5,0.9033762972146848,expD,45,0.94,0.9633059172056464
0.015,D power_law seed=high_degree,1000,0.5,0.9961731014136095,expD,45,1.0,1.0
0.015,D small_world seed=bridge,1000,0.5,0.9471303986994359,expD,45,0.961,0.971341200803912
0.015,D power_law seed=bridge,50,0.5,0.9286499658256813,expD,45,1.0,1.0
0.015,D small_world seed=clustered,250,0.5,0.19855073569865583,expD,45,0.248,0.3050767233151544
0.015,D power_law seed=clustered,250,0.5,0.5706410625109003,expD,45,0.632,0.6893636018151991
0.015,E seed=random pioneer=random,1000,0.5,0.6229614098725292,expE,45,0.653,0.6818675591600353
0.015,E seed=random pioneer=hub_bridge,1000,0.5,0.9961731014136095,expE,45,1.0,1.0
0.015,E seed=hub_bridge pioneer=random,1000,0.5,0.9598295551975795,expE,45,0.972,0.9805578525368679
0.015,E seed=hub_bridge pioneer=hub_bridge,1000,0.5,0.9961731014136095,expE,45,1.0,1.0
0.015,F robustness_axis=premium_sigma premium_ratio=1.5 digital_growth_sd=0.25,50,0.5,0.0,robustness,45,0.0,0.07135003417431873
0.015,F robustness_axis=premium_sigma premium_ratio=1.5 digital_growth_sd=0.75,50,0.5,0.0,robustness,45,0.0,0.07135003417431873
0.015,F robustness_axis=premium_sigma premium_ratio=1.5 digital_growth_sd=1.0,50,0.5,0.0,robustness,45,0.0,0.07135003417431873
0.015,F robustness_axis=premium_sigma premium_ratio=2.0 digital_growth_sd=0.25,50,0.5,0.15871379651367384,robustness,45,0.26,0.3955342198899992
0.015,F robustness_axis=premium_sigma premium_ratio=2.0 digital_growth_sd=0.75,50,0.5,0.0,robustness,45,0.0,0.07135003417431873
0.015,F robustness_axis=premium_sigma premium_ratio=2.0 digital_growth_sd=1.0,50,0.5,0.0,robustness,45,0.0,0.07135003417431873
0.015,F robustness_axis=premium_sigma premium_ratio=3.0 digital_growth_sd=0.25,250,0.5,0.7161076912424261,robustness,45,0.772,0.8196594958537787
0.015,F robustness_axis=premium_sigma premium_ratio=3.0 digital_growth_sd=0.75,50,0.5,0.0,robustness,45,0.0,0.07135003417431873
0.015,F robustness_axis=premium_sigma premium_ratio=3.0 digital_growth_sd=1.0,50,0.5,0.0,robustness,45,0.0,0.07135003417431873
0.015,F robustness_axis=premium_sigma premium_ratio=5.0 digital_growth_sd=0.25,250,0.5,0.9229414729274126,robustness,45,0.956,0.9752564583809309
0.015,F robustness_axis=premium_sigma premium_ratio=5.0 digital_growth_sd=0.75,50,0.5,0.031549003255790686,robustness,45,0.08,0.18838502545063704
0.015,F robustness_axis=premium_sigma premium_ratio=5.0 digital_growth_sd=1.0,50,0.5,0.0,robustness,45,0.0,0.07135003417431873
0.015,F robustness_axis=premium_sigma premium_ratio=10.0 digital_growth_sd=0.25,250,0.5,0.8703606309073363,robustness,45,0.912,0.9411690789589741
0.015,F robustness_axis=premium_sigma premium_ratio=10.0 digital_growth_sd=0.75,250,0.5,0.865737347031913,robustness,45,0.908,0.9379134336123944
0.015,F robustness_axis=premium_sigma premium_ratio=10.0 digital_growth_sd=1.0,250,0.5,0.5828767221362727,robustness,45,0.644,0.7007647298558357
0.015,F robustness_axis=theta_mean digital_growth_sd=1.0 theta_sweep=0.6499999999999999,250,0.5,0.6033580805392674,robustness,45,0.664,0.7196780175628562
0.015,F robustness_axis=theta_mean digital_growth_sd=1.0 theta_sweep=0.7,250,0.5,0.5543871213190416,robustness,45,0.616,0.6741018261190458
0.015,F robustness_axis=theta_mean digital_growth_sd=1.0 theta_sweep=0.75,50,0.5,0.031549003255790686,robustness,45,0.08,0.18838502545063704
0.015,F robustness_axis=seed_fraction digital_growth_sd=1.0 seed_fraction_sweep=0.003,50,0.5,0.05617523710624647,robustness,45,0.12,0.2380507888662358
0.015,F robustness_axis=seed_fraction digital_growth_sd=1.0 seed_fraction_sweep=0.006,250,0.5,0.5706410625109003,robustness,45,0.632,0.6893636018151991
0.015,F robustness_axis=seed_fraction digital_growth_sd=1.0 seed_fraction_sweep=0.012,50,0.5,0.8378265662912299,robustness,45,0.94,0.9793854036353695
0.015,F robustness_axis=update_schedule digital_growth_sd=1.0 update_schedule=synchronous,250,0.5,0.562505575124048,robustness,45,0.624,0.6817412307580455
0.015,F robustness_axis=update_schedule digital_growth_sd=1.0 update_schedule=asynchronous,250,0.5,0.741745270603991,robustness,45,0.796,0.841295491824232
0.015,F robustness_axis=return_distribution digital_growth_sd=1.0 return_distribution_sweep=normal,250,0.5,0.5301320093936375,robustness,45,0.592,0.6510833627124317
0.015,F robustness_axis=return_distribution digital_growth_sd=1.0 return_distribution_sweep=truncated_normal,250,0.5,0.8248867899270436,robustness,45,0.872,0.9078536277192366
0.015,F robustness_axis=return_distribution digital_growth_sd=1.0 return_distribution_sweep=lognormal,250,0.5,0.8474265111015622,robustness,45,0.892,0.9247085526547332
0.015,F robustness_axis=performance_benchmark digital_growth_sd=1.0 performance_benchmark_sweep=own,250,0.5,0.4980198439170467,robustness,45,0.56,0.6201640944129987
0.015,F robustness_axis=performance_benchmark digital_growth_sd=1.0 performance_benchmark_sweep=mean,50,0.5,0.9286499658256813,robustness,45,1.0,1.0
0.015,F robustness_axis=performance_benchmark digital_growth_sd=1.0 performance_benchmark_sweep=median,50,0.5,0.0,robustness,45,0.0,0.07135003417431873
0.015,F robustness_axis=performance_benchmark digital_growth_sd=1.0 performance_benchmark_sweep=p75,50,0.5,0.9286499658256813,robustness,45,1.0,1.0
0.015,F robustness_axis=abandonment digital_growth_sd=1.0 abandonment_sweep=absorbing,250,0.5,0.5665711761893972,robustness,45,0.628,0.6855545589146992
0.015,F robustness_axis=abandonment digital_growth_sd=1.0 abandonment_sweep=nonabsorbing,250,0.5,0.5341642139406014,robustness,45,0.596,0.6549300873874709
0.02,A hazard,50,0.5,0.0,expA,45,0.0,0.07135003417431873
0.02,A frequency-based,50,0.5,0.0,expA,45,0.0,0.07135003417431873
0.02,A success-based,1000,0.5,0.9804104032716243,expA,45,0.989,0.9938468899108859
0.02,B small_world beta=0.001 m=missing,50,0.5,0.0,expB,45,0.0,0.07135003417431873
0.02,B small_world beta=0.005 m=missing,50,0.5,0.0,expB,45,0.0,0.07135003417431873
0.02,B small_world beta=0.01 m=missing,50,0.5,0.0,expB,45,0.0,0.07135003417431873
0.02,B small_world beta=0.05 m=missing,50,0.5,0.0,expB,45,0.0,0.07135003417431873
0.02,B small_world beta=0.1 m=missing,50,0.5,0.0,expB,45,0.0,0.07135003417431873
0.02,B small_world beta=0.2 m=missing,50,0.5,0.020614596364630478,expB,45,0.06,0.16217343370877002
0.02,B small_world beta=0.4 m=missing,1000,0.5,0.4531460446312376,expB,45,0.484,0.514976416123527
0.02,B small_world beta=0.7 m=missing,250,0.5,0.7982538839765846,expB,45,0.848,0.8872129583376774
0.02,B small_world beta=1.0 m=missing,50,0.5,0.8378265662912299,expB,45,0.94,0.9793854036353695
0.02,B power_law beta=missing m=2,250,0.5,0.5140438113999315,expB,45,0.576,0.6356558438181257
0.02,B degree_matched_random beta=missing m=2,50,0.5,0.8378265662912299,expB,45,0.94,0.9793854036353695
0.02,B power_law beta=missing m=3,50,0.5,0.9286499658256813,expB,45,1.0,1.0
0.02,B degree_matched_random beta=missing m=3,50,0.5,0.8950431352816304,expB,45,0.98,0.9964608319110235
0.02,B power_law beta=missing m=5,1000,0.5,0.9961731014136095,expB,45,1.0,1.0
0.02,B degree_matched_random beta=missing m=5,50,0.5,0.8653966212204534,expB,45,0.96,0.9889613473391734
0.02,B power_law beta=missing m=8,50,0.5,0.9286499658256813,expB,45,1.0,1.0
0.02,B degree_matched_random beta=missing m=8,50,0.5,0.8116149745493629,expB,45,0.92,0.9684509967442093
0.02,B power_law beta=missing m=12,50,0.5,0.9286499658256813,expB,45,1.0,1.0
0.02,B degree_matched_random beta=missing m=12,250,0.5,0.9033762972146848,expB,45,0.94,0.9633059172056464
0.02,C homogeneous beta=0.4 vary=false,1000,0.5,0.17637667806123578,expC,45,0.2,0.2259194610905986
0.02,C lower_mean beta=0.4 vary=false,1000,0.5,0.33377243706453497,expC,45,0.363,0.39327613314813614
0.02,C higher_variance beta=0.4 vary=false,1000,0.5,0.9791425260718425,expC,45,0.988,0.9931224209078404
0.02,C mixture pi=0.01 beta=0.4 vary=false,250,0.5,0.31825876924195456,expC,45,0.376,0.4374944248759521
0.02,C mixture pi=0.03 beta=0.4 vary=false,250,0.5,0.5301320093936375,expC,45,0.592,0.6510833627124317
0.02,C mixture pi=0.05 beta=0.4 vary=false,1000,0.5,0.8360530673212659,expC,45,0.859,0.8791992194937056
0.02,C mixture pi=0.1 beta=0.4 vary=false,50,0.5,0.8653966212204534,expC,45,0.96,0.9889613473391734
0.02,C mixture pi=0.01 beta=0.05 vary=true,50,0.5,0.0,expC,45,0.0,0.07135003417431873
0.02,C mixture pi=0.03 beta=0.05 vary=true,50,0.5,0.0,expC,45,0.0,0.07135003417431873
0.02,C mixture pi=0.05 beta=0.05 vary=true,50,0.5,0.0,expC,45,0.0,0.07135003417431873
0.02,C mixture pi=0.1 beta=0.05 vary=true,50,0.5,0.0,expC,45,0.0,0.07135003417431873
0.02,C mixture pi=0.01 beta=0.1 vary=true,50,0.5,0.0,expC,45,0.0,0.07135003417431873
0.02,C mixture pi=0.03 beta=0.1 vary=true,50,0.5,0.0,expC,45,0.0,0.07135003417431873
0.02,C mixture pi=0.05 beta=0.1 vary=true,50,0.5,0.0,expC,45,0.0,0.07135003417431873
0.02,C mixture pi=0.1 beta=0.1 vary=true,50,0.5,0.0035391680889764604,expC,45,0.02,0.10495686471836953
0.02,C mixture pi=0.01 beta=0.2 vary=true,50,0.5,0.0035391680889764604,expC,45,0.02,0.10495686471836953
0.02,C mixture pi=0.03 beta=0.2 vary=true,250,0.5,0.024743541619069078,expC,45,0.044,0.07705852707258744
0.02,C mixture pi=0.05 beta=0.2 vary=true,250,0.5,0.13379907724930237,expC,45,0.176,0.22800765576845358
0.02,C mixture pi=0.1 beta=0.2 vary=true,250,0.5,0.24657086403938408,expC,45,0.3,0.3594826748604653
0.02,C mixture pi=0.01 beta=0.4 vary=true,250,0.5,0.21322710068235817,expC,45,0.264,0.3219160752194641
0.02,C mixture pi=0.03 beta=0.4 vary=true,250,0.5,0.5747152623980124,expC,45,0.636,0.6931683311500901
0.02,C mixture pi=0.05 beta=0.4 vary=true,250,0.5,0.7938530425287444,expC,45,0.844,0.8837348705635146
0.02,C mixture pi=0.1 beta=0.4 vary=true,50,0.5,0.8378265662912299,expC,45,0.94,0.9793854036353695
0.02,C mixture pi=0.01 beta=0.7 vary=true,250,0.5,0.6488287723066753,expC,45,0.708,0.7608755472374812
0.02,C mixture pi=0.03 beta=0.7 vary=true,250,0.5,0.8204189328669529,expC,45,0.868,0.9044425555573243
0.02,C mixture pi=0.05 beta=0.7 vary=true,50,0.5,0.9286499658256813,expC,45,1.0,1.0
0.02,C mixture pi=0.1 beta=0.7 vary=true,50,0.5,0.9286499658256813,expC,45,1.0,1.0
0.02,D small_world seed=random,250,0.5,0.40709862287317655,expD,45,0.468,0.5298699433507994
0.02,D power_law seed=random,250,0.5,0.27655293258546276,expD,45,0.332,0.39253204009041076
0.02,D small_world seed=high_degree,250,0.5,0.8115192932332553,expD,45,0.86,0.8975843367470158
0.02,D power_law seed=high_degree,1000,0.5,0.9961731014136095,expD,45,1.0,1.0
0.02,D small_world seed=bridge,1000,0.5,0.8615966700317587,expD,45,0.883,0.9014719256510663
0.02,D power_law seed=bridge,50,0.5,0.9286499658256813,expD,45,1.0,1.0
0.02,D small_world seed=clustered,250,0.5,0.11975315933080616,expD,45,0.16,0.21053785679893777
0.02,D power_law seed=clustered,250,0.5,0.5706410625109003,expD,45,0.632,0.6893636018151991
0.02,E seed=random pioneer=random,1000,0.5,0.47604526567108785,expE,45,0.507,0.5379011577487027
0.02,E seed=random pioneer=hub_bridge,1000,0.5,0.9961731014136095,expE,45,1.0,1.0
0.02,E seed=hub_bridge pioneer=random,1000,0.5,0.9015331907113813,expE,45,0.92,0.9352522144760509
0.02,E seed=hub_bridge pioneer=hub_bridge,1000,0.5,0.9961731014136095,expE,45,1.0,1.0
0.02,F robustness_axis=premium_sigma premium_ratio=1.5 digital_growth_sd=0.25,50,0.5,0.0,robustness,45,0.0,0.07135003417431873
0.02,F robustness_axis=premium_sigma premium_ratio=1.5 digital_growth_sd=0.75,50,0.5,0.0,robustness,45,0.0,0.07135003417431873
0.02,F robustness_axis=premium_sigma premium_ratio=1.5 digital_growth_sd=1.0,50,0.5,0.0,robustness,45,0.0,0.07135003417431873
0.02,F robustness_axis=premium_sigma premium_ratio=2.0 digital_growth_sd=0.25,50,0.5,0.031549003255790686,robustness,45,0.08,0.18838502545063704
0.02,F robustness_axis=premium_sigma premium_ratio=2.0 digital_growth_sd=0.75,50,0.5,0.0,robustness,45,0.0,0.07135003417431873
0.02,F robustness_axis=premium_sigma premium_ratio=2.0 digital_growth_sd=1.0,50,0.5,0.0,robustness,45,0.0,0.07135003417431873
0.02,F robustness_axis=premium_sigma premium_ratio=3.0 digital_growth_sd=0.25,250,0.5,0.5422409376574205,robustness,45,0.604,0.6626112221146577
0.02,F robustness_axis=premium_sigma premium_ratio=3.0 digital_growth_sd=0.75,50,0.5,0.0,robustness,45,0.0,0.07135003417431873
0.02,F robustness_axis=premium_sigma premium_ratio=3.0 digital_growth_sd=1.0,50,0.5,0.0,robustness,45,0.0,0.07135003417431873
0.02,F robustness_axis=premium_sigma premium_ratio=5.0 digital_growth_sd=0.25,250,0.5,0.8474265111015622,robustness,45,0.892,0.9247085526547332
0.02,F robustness_axis=premium_sigma premium_ratio=5.0 digital_growth_sd=0.75,50,0.5,0.020614596364630478,robustness,45,0.06,0.16217343370877002
0.02,F robustness_axis=premium_sigma premium_ratio=5.0 digital_growth_sd=1.0,50,0.5,0.0,robustness,45,0.0,0.07135003417431873
0.02,F robustness_axis=premium_sigma premium_ratio=10.0 digital_growth_sd=0.25,250,0.5,0.8026649802416493,robustness,45,0.852,0.8906807912946159
0.02,F robustness_axis=premium_sigma premium_ratio=10.0 digital_growth_sd=0.75,250,0.5,0.7763462457575925,robustness,45,0.828,0.8697259504466546
0.02,F robustness_axis=premium_sigma premium_ratio=10.0 digital_growth_sd=1.0,250,0.5,0.3914963575347428,robustness,45,0.452,0.513956491801221
0.02,F robustness_axis=theta_mean digital_growth_sd=1.0 theta_sweep=0.6499999999999999,250,0.5,0.4542790313566007,robustness,45,0.516,0.5772366855314113
0.02,F robustness_axis=theta_mean digital_growth_sd=1.0 theta_sweep=0.7,250,0.5,0.3992896616885708,robustness,45,0.46,0.5219210460913992
0.02,F robustness_axis=theta_mean digital_growth_sd=1.0 theta_sweep=0.75,50,0.5,0.011038652660826577,robustness,45,0.04,0.13460337877954667
0.02,F robustness_axis=seed_fraction digital_growth_sd=1.0 seed_fraction_sweep=0.003,50,0.5,0.020614596364630478,robustness,45,0.06,0.16217343370877002
0.02,F robustness_axis=seed_fraction digital_growth_sd=1.0 seed_fraction_sweep=0.006,250,0.5,0.4306189740306896,robustness,45,0.492,0.5536231675253044
0.02,F robustness_axis=seed_fraction digital_growth_sd=1.0 seed_fraction_sweep=0.012,50,0.5,0.8116149745493629,robustness,45,0.92,0.9684509967442093
0.02,F robustness_axis=update_schedule digital_growth_sd=1.0 update_schedule=synchronous,250,0.5,0.3992896616885708,robustness,45,0.46,0.5219210460913992
0.02,F robustness_axis=update_schedule digital_growth_sd=1.0 update_schedule=asynchronous,250,0.5,0.7288955001859427,robustness,45,0.784,0.8305084745762712
0.02,F robustness_axis=return_distribution digital_growth_sd=1.0 return_distribution_sweep=normal,250,0.5,0.360481217387437,robustness,45,0.42,0.48194019817250267
0.02,F robustness_axis=return_distribution digital_growth_sd=1.0 return_distribution_sweep=truncated_normal,250,0.5,0.7288955001859427,robustness,45,0.784,0.8305084745762712
0.02,F robustness_axis=return_distribution digital_growth_sd=1.0 return_distribution_sweep=lognormal,250,0.5,0.7460429604530917,robustness,45,0.8,0.8448767311971342
0.02,F robustness_axis=performance_benchmark digital_growth_sd=1.0 performance_benchmark_sweep=own,250,0.5,0.3450699126125291,robustness,45,0.404,0.4658357860593986
0.02,F robustness_axis=performance_benchmark digital_growth_sd=1.0 performance_benchmark_sweep=mean,50,0.5,0.9286499658256813,robustness,45,1.0,1.0
0.02,F robustness_axis=performance_benchmark digital_growth_sd=1.0 performance_benchmark_sweep=median,50,0.5,0.0,robustness,45,0.0,0.07135003417431873
0.02,F robustness_axis=performance_benchmark digital_growth_sd=1.0 performance_benchmark_sweep=p75,50,0.5,0.9286499658256813,robustness,45,1.0,1.0
0.02,F robustness_axis=abandonment digital_growth_sd=1.0 abandonment_sweep=absorbing,250,0.5,0.40709862287317655,robustness,45,0.468,0.5298699433507994
0.02,F robustness_axis=abandonment digital_growth_sd=1.0 abandonment_sweep=nonabsorbing,250,0.5,0.48604350819877906,robustness,45,0.548,0.6085036424652572
0.025,A hazard,50,0.5,0.0,expA,45,0.0,0.07135003417431873
0.025,A frequency-based,50,0.5,0.0,expA,45,0.0,0.07135003417431873
0.025,A success-based,1000,0.5,0.872314633806399,expA,45,0.893,0.9106774239046982
0.025,B small_world beta=0.001 m=missing,50,0.5,0.0,expB,45,0.0,0.07135003417431873
0.025,B small_world beta=0.005 m=missing,50,0.5,0.0,expB,45,0.0,0.07135003417431873
0.025,B small_world beta=0.01 m=missing,50,0.5,0.0,expB,45,0.0,0.07135003417431873
0.025,B small_world beta=0.05 m=missing,50,0.5,0.0,expB,45,0.0,0.07135003417431873
0.025,B small_world beta=0.1 m=missing,50,0.5,0.0,expB,45,0.0,0.07135003417431873
0.025,B small_world beta=0.2 m=missing,50,0.5,0.0,expB,45,0.0,0.07135003417431873
0.025,B small_world beta=0.4 m=missing,1000,0.5,0.13201885442660544,expB,45,0.153,0.1766370131923496
0.025,B small_world beta=0.7 m=missing,250,0.5,0.5462854973692512,expB,45,0.608,0.66644559162483
0.025,B small_world beta=1.0 m=missing,50,0.5,0.5833461285401034,expB,45,0.72,0.8252598564231963
0.025,B power_law beta=missing m=2,250,0.5,0.5060238561876421,expB,45,0.568,0.6279179405864089
0.025,B degree_matched_random beta=missing m=2,50,0.5,0.7863950966521162,expB,45,0.9,0.956524876008429
0.025,B power_law beta=missing m=3,50,0.5,0.9286499658256813,expB,45,1.0,1.0
0.025,B degree_matched_random beta=missing m=3,50,0.5,0.8950431352816304,expB,45,0.98,0.9964608319110235
0.025,B power_law beta=missing m=5,1000,0.5,0.9961731014136095,expB,45,1.0,1.0
0.025,B degree_matched_random beta=missing m=5,50,0.5,0.8378265662912299,expB,45,0.94,0.9793854036353695
0.025,B power_law beta=missing m=8,50,0.5,0.9286499658256813,expB,45,1.0,1.0
0.025,B degree_matched_random beta=missing m=8,50,0.5,0.738135428014719,expB,45,0.86,0.9304925473797714
0.025,B power_law beta=missing m=12,50,0.5,0.9286499658256813,expB,45,1.0,1.0
0.025,B degree_matched_random beta=missing m=12,250,0.5,0.8383682865919351,expB,45,0.884,0.9180089187203542
0.025,C homogeneous beta=0.4 vary=false,1000,0.5,0.02696102468045289,expC,45,0.037,0.05058268341054474
0.025,C lower_mean beta=0.4 vary=false,1000,0.5,0.08748748752043772,expC,45,0.105,0.1255357623628108
0.025,C higher_variance beta=0.4 vary=false,1000,0.5,0.8498599807293441,expC,45,0.872,0.8912928067223815
0.025,C mixture pi=0.01 beta=0.4 vary=false,250,0.5,0.08536266215857913,expC,45,0.12,0.16613906175113463
0.025,C mixture pi=0.03 beta=0.4 vary=false,250,0.5,0.1622930646183891,expC,45,0.208,0.26254510217539095
0.025,C mixture pi=0.05 beta=0.4 vary=false,1000,0.5,0.4660810695068221,expC,45,0.497,0.5279418918846964
0.025,C mixture pi=0.1 beta=0.4 vary=false,50,0.5,0.4618118910275937,expC,45,0.6,0.7239181021375425
0.025,C mixture pi=0.01 beta=0.05 vary=true,50,0.5,0.0,expC,45,0.0,0.07135003417431873
0.025,C mixture pi=0.03 beta=0.05 vary=true,50,0.5,0.0,expC,45,0.0,0.07135003417431873
0.025,C mixture pi=0.05 beta=0.05 vary=true,50,0.5,0.0,expC,45,0.0,0.07135003417431873
0.025,C mixture pi=0.1 beta=0.05 vary=true,50,0.5,0.0,expC,45,0.0,0.07135003417431873
0.025,C mixture pi=0.01 beta=0.1 vary=true,50,0.5,0.0,expC,45,0.0,0.07135003417431873
0.025,C mixture pi=0.03 beta=0.1 vary=true,50,0.5,0.0,expC,45,0.0,0.07135003417431873
